Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present	SetID
GCA_963892265.1	SAMEA115016517	Aeromonas dhakensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:08.877	2024	_NA_	not collected	not collected	_NA_	GCF_963892265.1	Yes	SET_2572
GCA_017880275.1	SAMN17914834	Pelagibacteraceae bacterium	Clemson University	Illumina HiSeq	2021-02-14T23:37:12.126	2021	bay water summer D sample 29 PSU in less than .8 micron size fraction	USA: Delaware Bay	01-09-2014	_NA_	na	No	SET_2573
GCA_017880415.1	SAMN17914828	Pelagibacteraceae bacterium	Clemson University	Illumina HiSeq	2021-02-14T23:37:12.016	2021	Bay water	USA: Delaware Bay	31-08-2014	_NA_	na	No	SET_2573
GCA_000820245.1	SAMEA2752403	Aeromonas allosaccharophila	UCONNMISEQ	MiSeq	2014-11-20T08:05:22.717	2014	_NA_	_NA_	_NA_	_NA_	GCF_000820245.1	Yes	SET_2574
GCA_963866445.1	SAMEA115015831	Aeromonas allosaccharophila	Nanjing Agriculture University	not collected	2024-03-02T10:02:47.738	2024	_NA_	not collected	not collected	_NA_	GCF_963866445.1	Yes	SET_2574
GCA_035325285.1	SAMN32809276	Burkholderiaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:06.620	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_2576
GCA_036826495.1	SAMN28750473	Burkholderiaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.016	2022	sludge	Argentina	Missing	_NA_	na	No	SET_2576
GCA_003213515.1	SAMN08886436	Pelagibacteraceae bacterium AG-422-N09	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:17.080	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	24-10-2010	_NA_	na	No	SET_2577
GCA_902574605.1	SAMEA6076371	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:36.836	2019	marine water	_NA_	24-10-2010	_NA_	na	No	SET_2577
GCA_900549655.1	SAMEA4891847	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:10:35.410	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_2578
GCA_902480055.1	SAMEA5852356	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:37.963	2019	human gut	USA	_NA_	_NA_	na	No	SET_2578
GCA_035404485.1	SAMN32865768	Kiritimatiellia bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.790	2023	Activated sludge of municipal wastewater treatment plants	Hong Kong	06-03-2015	_NA_	na	No	SET_2579
GCA_036821165.1	SAMN28750154	Verrucomicrobiota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:21:36.403	2022	sludge	Hong Kong	06-03-2015	_NA_	na	No	SET_2579
GCA_902483025.1	SAMEA5852660	uncultured Pseudomonadota bacterium	EMG	Illumina	2019-08-07T10:18:47.570	2019	human gut	USA	_NA_	_NA_	na	No	SET_2581
GCA_900551585.1	SAMEA4892051	uncultured Alphaproteobacteria bacterium	EBI	Illumina	2019-02-08T12:13:12.696	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_2581
GCA_036807185.1	SAMN28749653	Sphingomonadaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:34.593	2022	sludge	China	01-03-2012	_NA_	na	No	SET_2582
GCA_035426945.1	SAMN32867284	Novosphingobium sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T12:09:08.587	2023	Foam and foaming activated sludge	China	01-03-2012	_NA_	GCF_035426945.1	Yes	SET_2582
GCA_009807135.1	SAMN13162633	Streptococcus zhangguiae	China CDC	Illumina HiSeq	2019-10-30T21:03:04.033	2019	respiratory tract	China: Yushu prefecture, Qinghai Province	2018-08	marmot	GCF_009807135.1	Yes	SET_2584
GCA_013623465.1	SAMN14832923	Streptococcus zhangguiae	China CDC	Illumina HiSeq PE150	2020-05-05T04:25:04.603	2020	_NA_	China	2018-08	marmot	GCF_013623465.1	Yes	SET_2584
GCA_016342525.1	SAMN17025251	Spirochaetales bacterium	Royal Netherlands Institute for Sea Research	Illumina	2020-12-08T10:24:06.576	2020	Black Sea sulfidic water cellulose enrichment	Bulgaria: Black Sea	2018	_NA_	na	No	SET_2585
GCA_016839055.1	SAMN16623539	Spirochaetales bacterium	Royal Netherlands Institute for Sea Research	Illumina	2020-11-02T08:05:06.793	2020	sulfidic marine water cellulose enrichment	Bulgaria: Black Sea	2018	_NA_	na	No	SET_2585
GCA_902481155.1	SAMEA5852458	uncultured Clostridium sp.	EMG	Illumina	2019-08-07T10:18:41.196	2019	human gut	USA	_NA_	_NA_	na	No	SET_2586
GCA_900549565.1	SAMEA4891840	uncultured Eubacteriales bacterium	EBI	Illumina	2019-01-28T10:10:31.153	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_2586
GCA_949496705.1	SAMEA112731247	Phocaeicola vulgatus	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:38.753	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_259
GCA_949540585.1	SAMEA112730863	Phocaeicola vulgatus	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:25.283	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_259
GCA_000754915.1	SAMN03018686	Aeromonas media	Osaka Ohtani University	Illumina HiSeq	2014-09-03T22:56:14.140	2014	river water	Japan: Osaka	09-01-2013	_NA_	GCF_000754915.1	Yes	SET_2590
GCA_963864605.1	SAMEA115017080	Aeromonas media	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.023	2024	_NA_	not collected	not collected	_NA_	GCF_963864605.1	Yes	SET_2590
GCA_902482465.1	SAMEA5852592	uncultured Merdibacter sp.	EMG	Illumina	2019-08-07T10:18:45.430	2019	human gut	Spain	_NA_	_NA_	na	No	SET_2593
GCA_900543035.1	SAMEA4891188	uncultured Solobacterium sp.	EBI	Illumina	2019-01-28T10:04:53.350	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_2593
GCA_035329405.1	SAMN32809450	Tabrizicola sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:08.360	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_2594
GCA_036826305.1	SAMN28750487	Tabrizicola sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:28:33.176	2022	sludge	Argentina	Missing	_NA_	na	No	SET_2594
GCA_902170425.1	SAMEA5778906	Yersinia kristensenii	INSTITUT PASTEUR	Illumina NextSeq 500	2019-07-19T08:15:34.163	2019	_NA_	_NA_	_NA_	_NA_	GCF_902170425.1	Yes	SET_2599
GCA_963900705.1	SAMEA115018970	Yersinia kristensenii	Nanjing Agriculture University	not collected	2024-03-02T10:04:35.092	2024	_NA_	not collected	not collected	_NA_	GCF_963900705.1	Yes	SET_2599
GCA_035398645.1	SAMN32865064	Petrotogaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.027	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_26
GCA_036733465.1	SAMN28746381	Petrotogaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:55:38.820	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_26
GCA_900767755.1	SAMEA5278378	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:07:10.790	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900767755.1	Yes	SET_2600
GCA_902486145.1	SAMEA5852971	uncultured Eubacteriales bacterium	EMG	Illumina	2019-08-07T10:18:57.620	2019	human gut	not provided	_NA_	_NA_	na	No	SET_2600
GCA_015557285.1	SAMN15533035	Pediococcus acidilactici	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:22.090	2020	stool	USA	13-02-2017	Homo sapiens	GCF_015557285.1	Yes	SET_2602
GCA_028328315.1	SAMN31322807	Pediococcus acidilactici	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:27:15.670	2022	_NA_	USA	13-02-2017	Homo sapiens	GCF_028328315.1	Yes	SET_2602
GCA_019091775.1	SAMN18673124	Vibrio metschnikovii	Institute of Military Veterinary Science, the Academy of Military Medical Sciences	Illumina HiSeq	2021-04-08T12:20:05.270	2021	Not applicable	China: Chifeng	2019	Migratory birds	GCF_019091775.1	Yes	SET_2603
GCA_963893295.1	SAMEA115018565	Vibrio metschnikovii	Nanjing Agriculture University	not collected	2024-03-02T10:04:19.096	2024	_NA_	not collected	not collected	_NA_	GCF_963893295.1	Yes	SET_2603
GCA_035398365.1	SAMN32865077	Smithella sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.187	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_2604
GCA_036805825.1	SAMN28749962	Syntrophaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:38.556	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_2604
GCA_000820705.1	SAMEA2769924	Clostridium polynesiense	ebi	454	2014-09-17T09:09:08.890	2014	_NA_	_NA_	_NA_	_NA_	GCF_000820705.1	Yes	SET_2606
GCA_902375345.1	SAMEA5850982	Clostridium polynesiense	EMG	Illumina	2019-08-07T10:17:54.210	2019	human gut	not provided	_NA_	_NA_	GCF_902375345.1	Yes	SET_2606
GCA_000731195.1	SAMEA3139067	Staphylococcus aureus	IFH_MS	_NA_	2014-11-21T08:59:29.116	2014	_NA_	Germany	2003	_NA_	GCF_000731195.1	Yes	SET_2607
GCA_000731275.1	SAMEA3139071	Staphylococcus aureus	IFH_MS	_NA_	2014-11-21T08:59:29.433	2014	_NA_	Germany	2003	_NA_	GCF_000731275.1	Yes	SET_2607
GCA_900768625.1	SAMEA5279024	Bacteroidaceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:15:33.483	2019	human stool	Fiji	01-01-2018	_NA_	GCF_900768625.1	Yes	SET_2608
GCA_902486405.1	SAMEA5852995	uncultured Prevotella sp.	EMG	Illumina	2019-08-07T10:18:58.306	2019	human gut	not provided	_NA_	_NA_	na	No	SET_2608
GCA_035405285.1	SAMN32865731	bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.453	2023	Activated sludge of municipal wastewater treatment plants	Hong Kong	06-03-2015	_NA_	na	No	SET_2609
GCA_036725605.1	SAMN28745746	bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:37.836	2022	sludge	Hong Kong	06-03-2015	_NA_	na	No	SET_2609
GCA_902381695.1	SAMEA5850938	Corynebacteriaceae bacterium 'ARUP UnID 227'	EMG	Illumina	2019-08-07T10:17:52.976	2019	human gut	not provided	_NA_	_NA_	GCF_902381695.1	Yes	SET_261
GCA_000411235.1	SAMN02596730	Corynebacterium sp. HFH0082	Broad Institute	Illumina	2014-01-27T09:48:47.637	2014	_NA_	_NA_	_NA_	_NA_	GCF_000411235.1	Yes	SET_261
GCA_001404575.1	SAMEA3545314	Parabacteroides merdae	SC	SLX	2015-09-23T14:07:30.010	2015	feces	United Kingdom	2013	Homo sapiens	GCF_001404575.1	Yes	SET_2611
GCA_902362625.1	SAMEA5849545	Parabacteroides merdae	EMG	Illumina	2019-08-07T10:17:09.086	2019	human gut	United Kingdom	_NA_	_NA_	GCF_902362625.1	Yes	SET_2611
GCA_005844555.1	SAMN10863247	Escherichia coli	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2019-02-01T16:08:04.626	2019	stool	USA	14-03-2016	Homo sapiens	GCF_005844555.1	Yes	SET_2615
GCA_015547695.1	SAMN15532419	Escherichia coli	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:11.776	2020	stool	USA	14-03-2016	Homo sapiens	GCF_015547695.1	Yes	SET_2615
GCA_001941425.1	SAMN02996495	Corynebacterium ammoniagenes DSM 20306	Bielefeld University	Illumina	2014-08-17T18:24:12.733	2014	stool of infant	USA: St. Louis Children's Hospital	1921	Homo sapiens	GCF_001941425.1	Yes	SET_2617
GCA_902381765.1	SAMEA5851036	Corynebacterium ammoniagenes	EMG	Illumina	2019-08-07T10:17:55.836	2019	human gut	not provided	_NA_	_NA_	GCF_902381765.1	Yes	SET_2617
GCA_945829335.1	SAMEA110360429	uncultured Succinatimonas sp.	EMG	NextSeq 500	2022-07-15T08:11:18.153	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_262
GCA_945878125.1	SAMEA110402092	uncultured Succinatimonas sp.	EMG	NextSeq 500	2022-07-22T13:12:50.596	2022	pig gut metagenome	Germany	01-08-2016	_NA_	na	No	SET_262
GCA_003050225.1	SAMN08099566	Vibrio splendidus	Station Biologique Roscoff (CNRS/UMPC)	Illumina HiSeq	2017-11-26T18:59:04.860	2017	Filtered seawater (64 uM filter)	USA: Plum Island, MA	28-04-2006	_NA_	GCF_003050225.1	Yes	SET_2621
GCA_963878585.1	SAMEA115017667	Vibrio splendidus	Nanjing Agriculture University	not collected	2024-03-02T10:03:46.727	2024	_NA_	not collected	not collected	_NA_	GCF_963878585.1	Yes	SET_2621
GCA_949529365.1	SAMEA112730918	Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:26.856	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_2622
GCA_949533935.1	SAMEA112731128	Lachnospiraceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:34.066	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_2622
GCA_900555005.1	SAMEA4892380	uncultured Lachnospiraceae bacterium	EBI	Illumina	2019-02-08T12:13:15.463	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_2623
GCA_902480505.1	SAMEA5852411	uncultured Lachnospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:39.586	2019	human gut	China	_NA_	_NA_	na	No	SET_2623
GCA_003212275.1	SAMN08886523	Pelagibacteraceae bacterium AG-447-N18	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:18.787	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	10-11-2010	_NA_	na	No	SET_2625
GCA_902595245.1	SAMEA6076651	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:44.663	2019	marine water	_NA_	10-11-2010	_NA_	na	No	SET_2625
GCA_001007935.1	SAMN03569272	Nitrosomonas communis	University of Alberta	PacBio	2015-04-27T14:39:10.000	2015	_NA_	Greece: Corfu	N/A	_NA_	GCF_001007935.1	Yes	SET_2626
GCA_024760305.1	SAMN30369231	Nitrosomonas sp. PLL12	China University of Geosciences	Illumina HiSeq	2022-08-17T08:25:05.386	2022	groundwater	China: Inner Mongolia	2020-09	_NA_	GCF_024760305.1	Yes	SET_2626
GCA_035398385.1	SAMN32865073	Syntrophorhabdaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.143	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_2629
GCA_036807245.1	SAMN28749964	Syntrophorhabdaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:38.586	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_2629
GCA_001976905.1	SAMN04208593	Burkholderia pseudomallei	Northern Arizona University	Illumina 454Titanium	2015-10-22T12:51:10.203	2015	environmental	Thailand: Ubon	2007	unknown	GCF_001976905.1	Yes	SET_263
GCA_001980565.1	SAMN04208779	Burkholderia pseudomallei	Northern Arizona University	Illumina 454Titanium	2015-10-22T12:51:16.450	2015	environmental	Australia: Northern Territory	unknown	unknown	GCF_001980565.1	Yes	SET_263
GCA_001729005.1	SAMN05172925	Aeromonas sp. ANNP30	Instituto de Ecologia	Illumina MiSeq	2016-05-24T20:19:08.073	2016	pond water enriched with phosphorus and nitrogen	Mexico: Coahuila, Cuatro Cienegas	14-05-2011	_NA_	GCF_001729005.1	Yes	SET_2630
GCA_963870135.1	SAMEA115017334	Aeromonas sp. ANNP30	Nanjing Agriculture University	not collected	2024-03-02T10:03:33.672	2024	_NA_	Mexico	not collected	_NA_	GCF_963870135.1	Yes	SET_2630
GCA_003280495.1	SAMN08886226	Pelagibacteraceae bacterium AG-359-E06	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:13.227	2018	single cell amplified by WGA-X; seawater	Atlantic Ocean	14-07-2009	_NA_	na	No	SET_2632
GCA_902540505.1	SAMEA6068914	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T17:13:40.703	2019	marine water	_NA_	14-07-2009	_NA_	na	No	SET_2632
GCA_900542315.1	SAMEA4891112	uncultured Collinsella sp.	EBI	Illumina	2019-01-28T10:04:10.710	2019	human gut	_NA_	_NA_	_NA_	na	No	SET_2633
GCA_902480005.1	SAMEA5852349	uncultured Collinsella sp.	EMG	Illumina	2019-08-07T10:18:37.760	2019	human gut	USA	_NA_	_NA_	na	No	SET_2633
GCA_004342545.1	SAMN10362286	Vibrio crassostreae	DOE Joint Genome Institute	Illumina HiSeq	2018-11-01T19:45:32.427	2018	Missing	France: Brest	Missing	not applicable	GCF_004342545.1	Yes	SET_2634
GCA_963880845.1	SAMEA115017867	Vibrio crassostreae	Nanjing Agriculture University	not collected	2024-03-02T10:03:57.097	2024	_NA_	not collected	not collected	_NA_	GCF_963880845.1	Yes	SET_2634
GCA_035329505.1	SAMN32809447	Promineifilum sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:11:08.333	2023	full-scale industrial wastewater treatment plants sludge	Argentina	Missing	_NA_	na	No	SET_2637
GCA_036771075.1	SAMN28747818	Promineifilum sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:37:39.306	2022	sludge	Argentina	Missing	_NA_	na	No	SET_2637
GCA_949506385.1	SAMEA112731271	uncultured Odoribacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:39.353	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_2638
GCA_949523745.1	SAMEA112730986	uncultured Odoribacter sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:28.980	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_2638
GCA_001901655.1	SAMN05832830	Escherichia coli	Zhongshan School of Medicine, Sun Yat-sen University	Illumina	2016-09-28T10:54:02.607	2016	fecal specimen	China: Guangzhou, Guangdong	16-01-2016	Homo sapiens	na	No	SET_264
GCA_001984885.1	SAMN05510674	Escherichia coli	Zhongshan School of Medicine, Sun Yat-sen University	Illumina	2016-08-04T00:37:02.620	2016	feces	China: Guangzhou, Guangdong	16-01-2016	Homo sapiens	na	No	SET_264
GCA_022096855.1	SAMN15815161	Candidatus Heimdallarchaeota archaeon	Institute of Oceanology, Chinese Academy of Sciences	BGISEQ-500	2020-08-13T21:45:06.600	2020	cold seep sediment	Pacific Ocean: South China Sea	01-08-2018	_NA_	na	No	SET_2641
GCA_023135215.1	SAMN18452216	Candidatus Heimdallarchaeota archaeon	Institute of Oceanology, Chinese Academy of Sciences	Illumina HiSeq	2021-03-24T06:10:11.203	2021	deep sea sediment	China: South China Sea	25-09-2017	_NA_	na	No	SET_2641
GCA_012029585.1	SAMN14381700	Aeromonas veronii	Chulalonfkorn university	Illumina HiSeq	2020-03-16T09:13:05.003	2020	Missing	Thailand:Nong Khai	2014-08	Oreochromis sp.	GCF_012029585.1	Yes	SET_2644
GCA_963888625.1	SAMEA115018199	Aeromonas veronii	Nanjing Agriculture University	not collected	2024-03-02T10:04:07.728	2024	_NA_	not collected	not collected	_NA_	GCF_963888625.1	Yes	SET_2644
GCA_949486765.1	SAMEA112731279	uncultured Christensenellaceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:39.540	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_2648
GCA_949523735.1	SAMEA112730988	uncultured Christensenellaceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:29.070	2023	mouse gut metagenome	USA	15-01-2018	_NA_	na	No	SET_2648
GCA_002172845.2	SAMN06971887	Oceanospirillales bacterium TMED33	University of Southern California	Illumina HiSeq	2017-05-12T20:08:10.570	2017	seawater	Mediterranean Sea	2009	not applicable	na	No	SET_2649
GCA_002705795.1	SAMN07620422	Gammaproteobacteria bacterium	Tara Oceans Consortium	Illumina HiSeq	2017-09-07T19:44:10.200	2017	marine water sample	Mediterranean Sea	2009	not applicable	na	No	SET_2649
GCA_035397955.1	SAMN32865099	Bacteroidales bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:07.387	2023	Activated sludge of municipal wastewater treatment plants	USA	09-03-2015	_NA_	na	No	SET_2652
GCA_036757145.1	SAMN28747754	Bacteroidales bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:28:38.570	2022	sludge	USA	09-03-2015	_NA_	na	No	SET_2652
GCA_900087015.1	SAMEA3959561	Christensenella timonensis	URMITE	Illumina MP 250bp	2016-05-11T16:07:21.480	2016	_NA_	_NA_	_NA_	_NA_	GCF_900087015.1	Yes	SET_2654
GCA_902376065.1	SAMEA5851053	Christensenella timonensis	EMG	Illumina	2019-08-07T10:17:56.320	2019	human gut	not provided	_NA_	_NA_	GCF_902376065.1	Yes	SET_2654
GCA_900768695.1	SAMEA5278484	uncultured Anaerovibrio sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:08:30.843	2019	human stool	Fiji	01-01-2018	_NA_	na	No	SET_2655
GCA_902486505.1	SAMEA5853001	uncultured Anaerovibrio sp.	EMG	Illumina	2019-08-07T10:18:58.480	2019	human gut	not provided	_NA_	_NA_	na	No	SET_2655
GCA_035392705.1	SAMN32865627	Ignavibacteriaceae bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:07.460	2023	Activated sludge of municipal wastewater treatment plants	USA	07-01-2015	_NA_	na	No	SET_2656
GCA_036749875.1	SAMN28747314	Ignavibacteriaceae bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:11:40.220	2022	sludge	USA	07-01-2015	_NA_	na	No	SET_2656
GCA_035337575.1	SAMN32810355	Elusimicrobiota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.980	2023	Domestic waste water	Singapore	19-06-2015	_NA_	na	No	SET_266
GCA_036835005.1	SAMN28751132	Elusimicrobiota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:35:39.030	2022	sludge	Singapore	19-06-2015	_NA_	na	No	SET_266
GCA_003629935.1	SAMN09478117	Pseudomonas aeruginosa	University of Tartu	Illumina HiSeq 2500	2018-06-25T01:36:10.030	2018	_NA_	Estonia	2005	Homo sapiens	GCF_003629935.1	Yes	SET_2660
GCA_963879335.1	SAMEA115017780	Pseudomonas aeruginosa	Nanjing Agriculture University	not collected	2024-03-02T10:03:48.619	2024	_NA_	not collected	not collected	_NA_	GCF_963879335.1	Yes	SET_2660
GCA_020052765.1	SAMN18076973	Deltaproteobacteria bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:21:08.650	2021	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	_NA_	na	No	SET_2661
GCA_020060405.1	SAMN18076605	Deltaproteobacteria bacterium	Northwestern University	Illumina HiSeq 2500	2021-02-26T16:20:08.930	2021	fracture fluid	USA: Sanford Underground Research Facility, Lead SD, Deep Mine Microbial Observatory (DeMMO)	2018-04	_NA_	na	No	SET_2661
GCA_001582695.1	SAMN03486859	Legionella pneumophila	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Contr	Illumina HiSeq	2015-04-16T02:27:15.310	2015	Cooling tower water	Unknown	Unknown	Missing	GCF_001582695.1	Yes	SET_2663
GCA_001582705.1	SAMN03486863	Legionella pneumophila	National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Contr	Illumina HiSeq	2015-04-16T02:39:13.797	2015	Hot spring water	China: Shenzhen	2012	Missing	GCF_001582705.1	Yes	SET_2663
