SetID	Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	SubmissionYear	IsolationSource	GeoLocName	CollectionDate	Host	RefSeq_Accession	RefSeq_Present
SET_1625	Different: GCA_000348085.2 | GCA_963863325.1	Different: SAMN00989303 | SAMEA115016983	Same: Vibrio paracholerae 87395	Different: Institute for Genome Sciences | Nanjing Agriculture University	Different: Illumina | not collected	Different: 2012-05-08T11:24:26.016 | 2024-03-02T10:03:23.075	Different: 2012 | 2024	Same: _NA_	Different: _NA_ | not collected	Different: _NA_ | not collected	Same: _NA_	Different: GCF_000348085.2 | GCF_963863325.1	Same: Yes
SET_1627	Different: GCA_902486725.1 | GCA_900769205.1	Different: SAMEA5853029 | SAMEA5278959	Different: uncultured Christensenella sp. | Clostridia bacterium	Different: EMG | DOE JGI	Different: Illumina | Illumina HiSeq 2000	Different: 2019-08-07T10:18:59.336 | 2019-02-01T10:14:45.206	Same: 2019	Different: human gut | human stool	Different: not provided | Fiji	Different: _NA_ | 01-01-2018	Same: _NA_	Different: na | GCF_900769205.1	Different: No | Yes
SET_1628	Different: GCA_003210115.1 | GCA_902575355.1	Different: SAMN08886453 | SAMEA6079515	Different: SAR116 cluster bacterium AG-426-A06 | uncultured SAR116 cluster alpha proteobacterium	Different: Massachusetts Institute of Technology | WOODS HOLE OCEANOGRAPHIC INSTITUTION	Different: Illumina NextSeq 500 | illumina	Different: 2018-04-06T15:44:17.410 | 2019-10-26T18:19:41.383	Different: 2018 | 2019	Different: single cell amplified by WGA-X; seawater | marine water	Different: Atlantic Ocean | _NA_	Same: 12-11-2011	Same: _NA_	Same: na	Same: No
SET_1631	Different: GCA_900553835.1 | GCA_902479545.1	Different: SAMEA4892270 | SAMEA5852317	Different: uncultured Mycoplasmatota bacterium | uncultured Clostridium sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-02-08T12:13:14.633 | 2019-08-07T10:18:36.790	Same: 2019	Same: human gut	Different: _NA_ | Peru	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_1634	Different: GCA_014076835.1 | GCA_963890335.1	Different: SAMN15641049 | SAMEA115018275	Same: Colwellia sp. MB3u-64	Different: University of Alaska Fairbanks | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2020-07-24T15:56:07.883 | 2024-03-02T10:04:09.556	Different: 2020 | 2024	Different: bottom of first year landfast sea ice | _NA_	Different: USA: Point Barrow, Alaska | not collected	Different: 12-04-2016 | not collected	Same: _NA_	Different: GCF_014076835.1 | GCF_963890335.1	Same: Yes
SET_1635	Different: GCA_035394865.1 | GCA_036827845.1	Different: SAMN32865257 | SAMN28750574	Different: Smithella sp. | Syntrophaceae bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:08.910 | 2022-05-30T07:28:34.223	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Japan	Same: 20-04-2015	Same: _NA_	Same: na	Same: No
SET_1636	Different: GCA_902486455.1 | GCA_900768685.1	Different: SAMEA5853004 | SAMEA5278762	Different: uncultured Bacteroidales bacterium | Bacteroidales bacterium	Different: EMG | DOE JGI	Different: Illumina | Illumina HiSeq 2000	Different: 2019-08-07T10:18:58.573 | 2019-02-01T10:12:02.593	Same: 2019	Different: human gut | human stool	Different: not provided | Fiji	Different: _NA_ | 01-01-2018	Same: _NA_	Different: na | GCF_900768685.1	Different: No | Yes
SET_1637	Different: GCA_900761895.1 | GCA_902484095.1	Different: SAMEA5279531 | SAMEA5852759	Different: Clostridia bacterium | uncultured Eubacteriales bacterium	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:22:11.440 | 2019-08-07T10:18:50.993	Same: 2019	Different: human stool | human gut	Same: USA	Different: 01-01-2018 | _NA_	Same: _NA_	Different: GCF_900761895.1 | na	Different: Yes | No
SET_1638	Different: GCA_035325225.1 | GCA_036788755.1	Different: SAMN32809277 | SAMN28748821	Same: Phycisphaerales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-20T09:11:06.633 | 2022-05-30T06:45:39.470	Different: 2023 | 2022	Different: full-scale industrial wastewater treatment plants sludge | sludge	Same: Argentina	Same: Missing	Same: _NA_	Same: na	Same: No
SET_1639	Different: GCA_009728615.1 | GCA_963887075.1	Different: SAMN06218433 | SAMEA115018091	Same: Gloeocapsopsis dulcis AAB1 = 1H9	Different: Pontificia Universidad Catolica de Chile | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2017-01-11T18:14:03.066 | 2024-03-02T10:04:04.779	Different: 2017 | 2024	Different: hypolithic community in a quartz rock in Atacama Desert; isolated from the AAB1 culture | _NA_	Different: Chile: Atacama Desert | not collected	Different: Missing | not collected	Same: _NA_	Different: GCF_009728615.1 | GCF_963887075.1	Same: Yes
SET_164	Different: GCA_001855565.1 | GCA_963869205.1	Different: SAMN05761787 | SAMEA115017344	Same: Chromobacterium amazonense	Different: USDA-ARS | Nanjing Agriculture University	Different: PacBio | not collected	Different: 2016-09-10T09:08:03.250 | 2024-03-02T10:03:33.790	Different: 2016 | 2024	Different: bog | _NA_	Different: Brazil: Rio Negro River | not collected	Different: Missing | not collected	Same: _NA_	Different: GCF_001855565.1 | GCF_963869205.1	Same: Yes
SET_1641	Different: GCA_010119775.1 | GCA_963888195.1	Different: SAMN13509235 | SAMEA115012535	Same: Photorhabdus laumondii subsp. laumondii	Different: University of Bern | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2019-12-09T03:01:05.563 | 2024-03-02T10:01:11.842	Different: 2019 | 2024	Different: Missing | _NA_	Different: Missing | not collected	Different: Missing | not collected	Different: Heterorhabditis bacteriophora | _NA_	Different: GCF_010119775.1 | GCF_963888195.1	Same: Yes
SET_1642	Different: GCA_007051035.1 | GCA_963885145.1	Different: SAMN12215505 | SAMEA115017992	Same: Pseudomonas aeruginosa	Different: Zanjan University of Medical Sciences | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2019-07-04T06:02:04.237 | 2024-03-02T10:03:59.824	Different: 2019 | 2024	Same: _NA_	Different: United Kingdom | not collected	Different: 1969 | not collected	Different: Agaricus bisporus | _NA_	Different: GCF_007051035.1 | GCF_963885145.1	Same: Yes
SET_1643	Different: GCA_030520935.1 | GCA_030521185.1	Different: SAMN34566103 | SAMN34566091	Same: Clavibacter michiganensis	Same: Agricultural Research Organization - Volcani Institute	Same: Illumina NextSeq2000	Different: 2023-05-03T06:37:05.170 | 2023-05-03T06:37:04.967	Same: 2023	Same: _NA_	Same: Israel	Different: 2009 | 2010	Same: Solanum lycopersicum	Different: GCF_030520935.1 | GCF_030521185.1	Same: Yes
SET_1646	Different: GCA_902387285.1 | GCA_000300255.2	Different: SAMEA5851961 | SAMN03081445	Different: Methanomethylophilus alvi | Candidatus Methanomethylophilus alvi Mx1201	Different: EMG | Université d'Auvergne	Different: Illumina | 454	Different: 2019-08-07T10:18:25.460 | 2014-09-26T10:51:17.473	Different: 2019 | 2014	Different: human gut | _NA_	Different: USA | _NA_	Same: _NA_	Same: _NA_	Different: GCF_902387285.1 | GCF_000300255.2	Same: Yes
SET_1647	Different: GCA_902507995.1 | GCA_963901195.1	Different: SAMEA6099557 | SAMEA115018988	Same: Klebsiella pneumoniae	Different: ZHEJIANG UNIVERSITY | Nanjing Agriculture University	Different: Illumina Hiseq xTen | not collected	Different: 2019-12-17T10:06:36.106 | 2024-03-02T10:04:35.370	Different: 2019 | 2024	Different: homo | _NA_	Different: China | not collected	Different: 2017 | not collected	Different: homo | _NA_	Different: GCF_902507995.1 | GCF_963901195.1	Same: Yes
SET_1648	Different: GCA_035427125.1 | GCA_036758705.1	Different: SAMN32867278 | SAMN28747451	Same: Pyrinomonadaceae bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T12:09:08.530 | 2022-05-30T05:28:34.510	Different: 2023 | 2022	Different: Foam and foaming activated sludge | sludge	Same: China	Same: 01-03-2012	Same: _NA_	Same: na	Same: No
SET_1649	Different: GCA_900539405.1 | GCA_902479775.1	Different: SAMEA4890817 | SAMEA5852322	Same: uncultured Paenibacillus sp.	Different: EBI | EMG	Same: Illumina	Different: 2019-01-28T10:01:30.630 | 2019-08-07T10:18:36.930	Same: 2019	Same: human gut	Different: _NA_ | USA	Same: _NA_	Same: _NA_	Different: GCF_900539405.1 | GCF_902479775.1	Same: Yes
SET_1650	Different: GCA_902479655.1 | GCA_900544605.1	Different: SAMEA5852319 | SAMEA4891343	Different: uncultured Caryophanales bacterium | uncultured Mycoplasmatota bacterium	Different: EMG | EBI	Same: Illumina	Different: 2019-08-07T10:18:36.836 | 2019-01-28T10:06:10.916	Same: 2019	Same: human gut	Different: Peru | _NA_	Same: _NA_	Same: _NA_	Same: na	Same: No
SET_1656	Different: GCA_003425775.1 | GCA_006240615.1	Different: SAMN07343970 | SAMN09289889	Same: Cutibacterium acnes	Same: University of Washington	Different: Illumina | Illumina MiSeq	Different: 2017-07-11T19:13:02.936 | 2018-05-31T15:15:18.713	Different: 2017 | 2018	Different: Shoulder wound | Wound Shoulder Right OPERATIVE	Different: USA: Seattle | USA	Same: 21-04-2015	Same: Homo sapiens	Different: GCF_003425775.1 | GCF_006240615.1	Same: Yes
SET_1658	Different: GCA_020003215.1 | GCA_021556405.1	Different: SAMN19819865 | SAMN25027441	Different: Salmonella enterica | Salmonella enterica subsp. enterica	Same: Sichuan University	Different: Illumina MiSeq | Illumina	Different: 2021-06-22T22:15:06.596 | 2022-01-16T00:39:07.053	Different: 2021 | 2022	Different: chicken | farm	Different: China:Sichuan | China	Different: 02-04-2019 | 13-10-2020	Different: _NA_ | chicken	Different: GCF_020003215.1 | GCF_021556405.1	Same: Yes
SET_1659	Different: GCA_012912135.1 | GCA_963887565.1	Different: SAMN09468270 | SAMEA115018211	Same: Brasilonema bromeliae SPC951	Different: Sao Paulo State University (UNESP) | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2018-06-21T16:38:18.466 | 2024-03-02T10:04:07.966	Different: 2018 | 2024	Different: leaves | _NA_	Different: Brazil: Sao Paulo, Sao Paulo | not collected	Different: 2004 | not collected	Different: bromeliads | _NA_	Different: GCF_012912135.1 | GCF_963887565.1	Same: Yes
SET_1660	Different: GCA_002188915.1 | GCA_963873565.1	Different: SAMN06330405 | SAMEA115017434	Same: Yersinia kristensenii	Different: FDA/CFSAN | Nanjing Agriculture University	Different: Illumina NextSeq | not collected	Different: 2017-02-14T11:36:04.903 | 2024-03-02T10:03:37.252	Different: 2017 | 2024	Different: sausage | _NA_	Different: Brazil | not collected	Different: 1988 | not collected	Different: Missing | _NA_	Different: GCF_002188915.1 | GCF_963873565.1	Same: Yes
SET_1662	Different: GCA_035392905.1 | GCA_036759065.1	Different: SAMN32865618 | SAMN28747746	Same: Bacillota bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T11:15:07.380 | 2022-05-30T05:28:38.466	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
SET_1665	Different: GCA_004134845.1 | GCA_016722825.1	Different: SAMN10781790 | SAMN17221390	Different: Staphylococcus sp. SNAZ 75 | Staphylococcus sp. S75	Different: MJIIT | Universiti Teknologi Malaysia	Same: IonTorrent	Different: 2019-01-20T07:55:03.640 | 2021-01-05T20:44:06.510	Different: 2019 | 2021	Different: hospital wastewater | Lembah Pantai River	Different: Malaysia: Kuala Lumpur, PPUM | Malaysia: Kuala Lumpur	Different: 23-04-2014 | 2014-04	Same: _NA_	Different: GCF_004134845.1 | GCF_016722825.1	Same: Yes
SET_1667	Different: GCA_009761885.1 | GCA_009880975.1	Different: SAMN13068768 | SAMN13515593	Same: Escherichia coli	Same: washington state university	Same: Illumina MiSeq	Different: 2019-10-21T11:58:05.436 | 2019-12-09T16:26:05.023	Same: 2019	Same: feces	Same: Tanzania	Different: 25-06-2015 | not applicable	Same: Homo sapiens	Different: GCF_009761885.1 | GCF_009880975.1	Same: Yes
SET_1668	Different: GCA_035404885.1 | GCA_036759025.1	Different: SAMN32865750 | SAMN28747483	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T11:15:08.630 | 2022-05-30T05:28:34.976	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: Hong Kong	Same: 06-03-2015	Same: _NA_	Same: na	Same: No
SET_1669	Different: GCA_003014915.1 | GCA_963878885.1	Different: SAMN08731401 | SAMEA115017648	Same: Pseudomonas sp. R9.37	Different: Aarhus University | Nanjing Agriculture University	Different: Illumina MiSeq | not collected	Different: 2018-03-19T07:46:02.757 | 2024-03-02T10:03:41.238	Different: 2018 | 2024	Different: Rain | _NA_	Different: Denmark: Roskilde | not collected	Different: 11-06-2009 | not collected	Same: _NA_	Different: GCF_003014915.1 | GCF_963878885.1	Same: Yes
SET_167	Different: GCA_036832555.1 | GCA_035427085.1	Different: SAMN28750917 | SAMN32867277	Different: Rhodocyclaceae bacterium | Azonexus sp.	Different: Helmholtz Centre for Environmental Research - UFZ | CLUE-TERRA	Different: Illumina | Illumina MiSeq	Different: 2022-05-30T07:35:36.533 | 2023-01-22T12:09:08.520	Different: 2022 | 2023	Different: sludge | Foam and foaming activated sludge	Same: China	Same: 01-03-2012	Same: _NA_	Same: na	Same: No
SET_1670	Different: GCA_009707175.1 | GCA_013623455.1	Different: SAMN13162663 | SAMN14832920	Same: Streptococcus zhangguiae	Same: China CDC	Different: Illumina HiSeq | Illumina HiSeq PE150	Different: 2019-10-30T21:15:04.033 | 2020-05-05T04:05:06.293	Different: 2019 | 2020	Different: respiratory tract | _NA_	Different: China: Yushu prefecture, Qinghai Province | China	Different: 2018-08 | 02-08-2018	Different: Marmot | marmot	Different: GCF_009707175.1 | GCF_013623455.1	Same: Yes
SET_1671	Different: GCA_002097815.1 | GCA_963873525.1	Different: SAMN06263905 | SAMEA115017417	Same: Vibrio paracholerae	Different: Centro de Investigacao em Saude de Manhica (CISM) | Nanjing Agriculture University	Different: Illumina HiSeq | not collected	Different: 2017-01-25T00:57:06.860 | 2024-03-02T10:03:34.908	Different: 2017 | 2024	Different: stool | _NA_	Different: Mozambique: Manhica | not collected	Different: 02-03-2012 | 2012	Different: Homo sapiens | _NA_	Different: GCF_002097815.1 | GCF_963873525.1	Same: Yes
SET_1672	Different: GCA_019903425.1 | GCA_900162675.1	Different: SAMN15676581 | SAMEA78793918	Same: Vreelandella halophila	Different: Third Institute of Oceanography, Ministry of Natural Resources | URMITE	Different: Illumina HiSeq | Illumina MP 150bp	Different: 2020-07-30T03:28:03.900 | 2017-02-06T13:11:39.373	Different: 2020 | 2017	Different: hypersaline lakes | _NA_	Different: Missing | _NA_	Different: Missing | _NA_	Same: _NA_	Different: GCF_019903425.1 | GCF_900162675.1	Same: Yes
SET_1673	Different: GCA_949511755.1 | GCA_949550385.1	Different: SAMEA112731325 | SAMEA112730733	Same: uncultured Muribaculum sp.	Same: HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Different: NextSeq 500 | Illumina HiSeq 2000	Different: 2023-03-08T08:34:40.923 | 2023-03-08T08:34:21.826	Same: 2023	Same: mouse gut metagenome	Same: USA	Same: 15-01-2018	Same: _NA_	Same: na	Same: No
SET_1674	Different: GCA_004028165.1 | GCA_003864255.1	Different: SAMN09812355 | SAMN09873689	Different: Endozoicomonadaceae bacterium GTF-13 | Aestuariirhabdus litorea	Same: Chung Ang University	Same: Illumina	Different: 2018-08-13T02:19:03.287 | 2018-08-21T20:55:03.783	Same: 2018	Same: tidal flats	Same: South Korea: Gangjin area	Different: 20-01-2017 | 14-08-2016	Same: _NA_	Different: GCF_004028165.1 | GCF_003864255.1	Same: Yes
SET_1676	Different: GCA_000271485.2 | GCA_900100555.1	Different: SAMN01057329 | SAMN04515679	Different: Pelosinus fermentans DSM 17108 | Pelosinus fermentans	Different: ORNL | DOE - JOINT GENOME INSTITUTE	Different: PacBio | PacBio RS	Different: 2012-06-22T16:05:05.223 | 2016-02-24T22:15:27.837	Different: 2012 | 2016	Different: groundwater | _NA_	Different: USA: Washington | Missing	Different: Aug-10 | not collected	Same: _NA_	Different: GCF_000271485.2 | GCF_900100555.1	Same: Yes
SET_1679	Different: GCA_002155835.1 | GCA_003709105.1	Different: SAMN06711132 | SAMN09767202	Same: Escherichia coli	Different: LAU | Lebanese American University	Same: Illumina MiSeq	Different: 2017-04-12T05:31:02.793 | 2018-08-05T03:21:02.609	Different: 2017 | 2018	Same: _NA_	Same: Lebanon	Different: 06-12-2016 | Missing	Same: Homo sapiens	Different: GCF_002155835.1 | GCF_003709105.1	Same: Yes
SET_1680	Different: GCA_023633965.1 | GCA_039762115.1	Different: SAMN26814365 | SAMN41375999	Same: Bacteroides caccae	Same: Icahn School of Medicine at Mount Sinai	Different: Illumina HiSeq | Illumina	Different: 2022-03-20T17:10:03.827 | 2024-05-12T11:07:06.433	Different: 2022 | 2024	Same: _NA_	Different: USA:New York | USA: New York	Same: 15-08-2016	Same: Homo sapiens	Different: GCF_023633965.1 | GCF_039762115.1	Same: Yes
SET_1681	Different: GCA_900766655.1 | GCA_902485595.1	Different: SAMEA5278142 | SAMEA5852921	Same: uncultured Alistipes sp.	Different: DOE JGI | EMG	Different: Illumina HiSeq 2000 | Illumina	Different: 2019-02-01T10:03:57.240 | 2019-08-07T10:18:56.133	Same: 2019	Different: human stool | human gut	Different: Fiji | not provided	Different: 01-01-2018 | _NA_	Same: _NA_	Same: na	Same: No
SET_1682	Different: GCA_035326225.1 | GCA_036804725.1	Different: SAMN32809231 | SAMN28749810	Same: Bacteroidales bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-20T09:11:06.170 | 2022-05-30T07:09:36.553	Different: 2023 | 2022	Different: Active sludge of wastewater treatment plant | sludge	Same: Missing	Same: Missing	Same: _NA_	Same: na	Same: No
SET_1683	Different: GCA_035393645.1 | GCA_036803365.1	Different: SAMN32865318 | SAMN28749953	Same: bacterium	Different: CLUE-TERRA | Helmholtz Centre for Environmental Research - UFZ	Different: Illumina MiSeq | Illumina	Different: 2023-01-22T10:56:09.473 | 2022-05-30T07:09:38.450	Different: 2023 | 2022	Different: Activated sludge of municipal wastewater treatment plants | sludge	Same: USA	Same: 07-01-2015	Same: _NA_	Same: na	Same: No
