Assembly	BioSample	Organism	Submitter	SeqTech	SubmissionDate	IsolationSource	GeoLocName	CollectionDate	Host
GCA_900768705.1	SAMEA5278243	Oscillospiraceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:05:12.700	human stool	Fiji	2018-01-01	
GCA_902486485.1	SAMEA5853002	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:58.526	human gut	not provided		
GCA_035400405.1	SAMN32865574	Candidatus Cloacimonadota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:06.990	Activated sludge of municipal wastewater treatment plants	USA	2015-01-07	
GCA_036805245.1	SAMN28749954	Candidatus Cloacimonadota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:09:38.460	sludge	USA	2015-01-07	
GCA_019371005.1	SAMN17183813	Escherichia sp. XD20	Huazhong Agricultural University	Illumina NovaSeq	2020-12-30T08:19:21.763		China: Henan	not applicable	swine
GCA_009600765.1	SAMN11246195	Escherichia coli	Huazhong Agricultural University	Illumina HiSeq	2019-03-24T23:18:06.483		China: Henan	2018-11	
GCA_035405005.1	SAMN32865744	Candidatus Saccharimonadota bacterium	CLUE-TERRA	Illumina MiSeq	2023-01-22T11:15:08.576	Activated sludge of municipal wastewater treatment plants	Hong Kong	2015-03-06	
GCA_036725565.1	SAMN28745747	Candidatus Saccharimonadota bacterium	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:37.853	sludge	Hong Kong	2015-03-06	
GCA_026133905.1	SAMN25889419	Klebsiella pneumoniae	Peking University Third Hospital	Illumina NovaSeq	2022-02-13T10:20:04.476	missing	China: Beijing	2020-09-21	Homo sapiens
GCA_026199135.1	SAMN28408318	Klebsiella pneumoniae	Peking University Third Hospital	Illumina HiSeq	2022-05-14T10:00:08.840	patient with infection	China: Beijing	2020-09-21	Homo sapiens
GCA_002968995.1	SAMN08564045	Photorhabdus hindustanensis	Vishal Somvanshi's shared submissions	IonTorrent	2018-02-19T09:48:05.310		India: Meghalaya	2015	Heterorhabditis
GCA_963876995.1	SAMEA115013408	Photorhabdus hindustanensis	Nanjing Agriculture University	not collected	2024-03-02T10:01:42.199		not collected	not collected	
GCA_900766375.1	SAMEA5278307	uncultured Lactococcus sp.	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:06:04.800	human stool	USA	2018-01-01	
GCA_902485555.1	SAMEA5852910	uncultured Lactococcus sp.	EMG	Illumina	2019-08-07T10:18:55.776	human gut	USA		
GCA_003278095.1	SAMN08886286	SAR116 cluster bacterium AG-390-L20	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:14.333	single cell amplified by WGA-X; seawater	Atlantic Ocean	2010-05-20	
GCA_902558615.1	SAMEA6075788	uncultured SAR116 cluster alpha proteobacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T16:11:18.646	marine water		2010-05-20	
GCA_002250965.2	SAMN07367958	Bacillus cytotoxicus	University of Zurich	PacBio	2017-07-19T05:27:04.934	Mashed potatoes	Switzerland	2015	
GCA_002251025.2	SAMN07367960	Bacillus cytotoxicus	University of Zurich	PacBio	2017-07-19T05:27:04.962	Mashed potatoes	Switzerland	2015	
GCA_949538135.1	SAMEA112731185	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:35.973	mouse gut metagenome	USA	2018-01-15	
GCA_949540675.1	SAMEA112730964	Bacteroidales bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:28.080	mouse gut metagenome	USA	2018-01-15	
GCA_945828655.1	SAMEA110360159	Bifidobacterium pseudolongum	EMG	NextSeq 500	2022-07-15T08:11:08.996	pig gut metagenome	Germany	2016-08-01	
GCA_945868345.1	SAMEA110401977	Bifidobacterium pseudolongum	EMG	NextSeq 500	2022-07-22T13:12:47.273	pig gut metagenome	Germany	2016-08-01	
GCA_902509045.1	SAMEA6099592	Klebsiella pneumoniae	ZHEJIANG UNIVERSITY	Illumina Hiseq xTen	2019-12-17T10:06:36.886	homo	China	2017	homo
GCA_963901165.1	SAMEA115015487	Klebsiella pneumoniae	Nanjing Agriculture University	not collected	2024-03-02T10:02:30.382		not collected	not collected	
GCA_001048535.1	SAMEA2591296	Vibrio crassostreae	STATION BIOLOGIQUE DE ROSCOFF	MicroScope	2015-05-22T13:05:44.476				
GCA_963866965.1	SAMEA115017152	Vibrio crassostreae	Nanjing Agriculture University	not collected	2024-03-02T10:03:28.310		not collected	not collected	
GCA_035435705.1	SAMN32867941	Bacteroides uniformis	CLUE-TERRA	Illumina MiSeq	2023-01-22T13:07:06.953	Medicalfacilities Wastewater	Germany	2012-12-06	
GCA_036780385.1	SAMN28748284	Bacteroides uniformis	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T05:49:36.783	water	Germany	2012-12-06	
GCA_003310525.1	SAMN08470376	Staphylococcus aureus	China Agricultural University	Illumina HiSeq	2018-02-06T08:42:04.800	missing	China:Shandong	2016-04	Sus scrofa
GCA_024515875.1	SAMN28689885	Staphylococcus aureus	Institute of Microbiology and Epizootics	Illumina HiSeq	2022-05-27T04:35:04.883		China: Shandong	2014	Sus scrofa
GCA_000188195.1	SAMN00189159	Succinatimonas hippei YIT 12066	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	Illumina	2010-12-23T16:14:03.840	missing	not determined	not determined	Homo sapiens
GCA_902374345.1	SAMEA5850869	Succinatimonas hippei	EMG	Illumina	2019-08-07T10:17:50.976	human gut	not provided		
GCA_003280015.1	SAMN08886267	Pelagibacteraceae bacterium AG-365-O22	Massachusetts Institute of Technology	Illumina NextSeq 500	2018-04-06T15:44:13.973	single cell amplified by WGA-X; seawater	Atlantic Ocean	2009-11-07	
GCA_902554215.1	SAMEA6068847	uncultured Pelagibacteraceae bacterium	WOODS HOLE OCEANOGRAPHIC INSTITUTION	illumina	2019-10-26T17:13:38.873	marine water		2009-07-11	
GCA_002276195.1	SAMN07503204	Megasphaera elsdenii	Center for Human Microbial Ecology	454	2017-08-14T05:48:03.130		India: Faridabad	2016-12-13	Homo sapiens
GCA_902388255.1	SAMEA5852052	Megasphaera elsdenii	EMG	Illumina	2019-08-07T10:18:28.510	human gut	not provided		
GCA_000953825.1	SAMD00025187	Cellvibrio sp. OA-2007	Kochi University of Technology	Illumina HiSeq2000	2015-09-16T16:57:11.000		Japan: Kochi	2007	
GCA_963866585.1	SAMEA115017123	Cellvibrio sp. OA-2007	Nanjing Agriculture University	not collected	2024-03-02T10:03:27.816		not collected	not collected	
GCA_011774285.1	SAMN13684347	Phycisphaerae bacterium	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:07.933	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_011777205.1	SAMN13684202	Phycisphaerae bacterium	Maharaja Krishnakumarsinhji Bhavnagar University	Illumina HiSeq	2019-12-27T05:14:05.593	Pelagic sediment	India: Gulf of Kutch	2017-05	
GCA_035393585.1	SAMN32865320	Saccharofermentans sp.	CLUE-TERRA	Illumina MiSeq	2023-01-22T10:56:09.490	Activated sludge of municipal wastewater treatment plants	USA	2015-01-07	
GCA_036725385.1	SAMN28745755	Saccharofermentans sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T03:09:37.963	sludge	USA	2015-01-07	
GCA_900769935.1	SAMEA5278774	Rikenellaceae bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:12:11.590	human stool	Fiji	2018-01-01	
GCA_902487055.1	SAMEA5853070	uncultured Bacteroidales bacterium	EMG	Illumina	2019-08-07T10:19:00.760	human gut	not provided		
GCA_000412335.2	SAMN02436914	Cedecea davisae DSM 4568	WUGSC	Illumina; 454	2013-12-04T15:04:00.450	gastrointestinal tract			Homo sapiens
GCA_902375075.1	SAMEA5850948	Cedecea davisae	EMG	Illumina	2019-08-07T10:17:53.273	human gut	not provided		
GCA_938049535.1	SAMEA14081585	Nitrososphaerota archaeon	BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO	Illumina	2022-07-01T09:12:58.033	Freshwater lake	Switzerland	2017-06-11	
GCA_947486215.1	SAMEA112176105	Nitrososphaerota archaeon	BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO	Illumina NovaSeq 6000	2022-12-01T08:23:48.106	lake water	Switzerland	2018-06-11	
GCA_003838195.1	SAMN10067995	Okeania hirsuta	University of California, San Diego	Illumina MiSeq; PacBio	2018-09-15T02:30:04.753	non-axenic mono-cyanobacterial microbial culture inoculated from subtidal seagrass beds	Panama: Bocas del Toro National Park	2010-02-10	
GCA_963881825.1	SAMEA115017791	Okeania hirsuta	Nanjing Agriculture University	not collected	2024-03-02T10:03:48.763		not collected	not collected	
GCA_005771415.1	SAMN11658443	Staphylococcus aureus	Department of acute infectious diseases control and prevention	Illumina HiSeq	2019-05-16T08:34:03.210	sputum	China: Yunnan	2014-09-15	Homo sapiens
GCA_005861605.1	SAMN11775268	Staphylococcus aureus	Yunnan Provincial Centre for Disease Control and Prevention	Illumina HiSeq	2019-05-20T01:06:05.113	missing	China:Yunnan	2014-09-15	Homo sapiens
GCA_003312005.1	SAMN09261056	Vibrio paracholerae	CDC	Illumina MiSeq	2018-05-25T12:50:06.703	wound	USA: Colorado	2017	
GCA_963895895.1	SAMEA115017717	Vibrio paracholerae	Nanjing Agriculture University	not collected	2024-03-02T10:03:47.539		not collected	2017	
GCA_010119745.1	SAMN13509236	Photorhabdus laumondii subsp. laumondii	University of Bern	Illumina HiSeq	2019-12-09T03:01:05.580	missing	Missing	Missing	Heterorhabditis bacteriophora
GCA_963888125.1	SAMEA115012534	Photorhabdus laumondii subsp. laumondii	Nanjing Agriculture University	not collected	2024-03-02T10:01:11.817		not collected	not collected	
GCA_001688555.1	SAMN04440934	Shigella sonnei	California Department of Public Health	Illumina MiSeq	2016-01-26T14:32:05.957	Missing	USA: San Diego County, CA	2014	Homo sapiens
GCA_001688585.1	SAMN04440935	Shigella sonnei	California Department of Public Health	Illumina MiSeq	2016-01-26T14:32:06.027	Missing	USA: Riverside County, CA	2014	Homo sapiens
GCA_900555915.1	SAMEA4892478	uncultured Porphyromonadaceae bacterium	EBI	Illumina	2019-01-28T10:15:51.833	human gut			
GCA_902483255.1	SAMEA5852678	uncultured Porphyromonadaceae bacterium	EMG	Illumina	2019-08-07T10:18:48.370	human gut	USA		
GCA_902484455.1	SAMEA5852798	uncultured Caryophanales bacterium	EMG	Illumina	2019-08-07T10:18:52.230	human gut	Mongolia		
GCA_900763245.1	SAMEA5279928	Bacilli bacterium	DOE JGI	Illumina HiSeq 4000	2019-02-01T10:27:18.623	human stool	Mongolia	2018-01-01	
GCA_900538375.1	SAMEA4890724	uncultured Veillonella sp.	EBI	Illumina	2019-01-28T10:00:39.846	human gut			
GCA_902483375.1	SAMEA5852696	uncultured Veillonella sp.	EMG	Illumina	2019-08-07T10:18:49.070	human gut	USA		
GCA_949516235.1	SAMEA112730919	uncultured Peptococcaceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:26.880	mouse gut metagenome	USA	2018-01-15	
GCA_949534005.1	SAMEA112731129	uncultured Peptococcaceae bacterium	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:34.090	mouse gut metagenome	USA	2018-01-15	
GCA_028462465.1	SAMN32952209	Mediterraneibacter gnavus	Institute Of Microbiology	Illuminia	2023-01-29T02:46:05.626	feces	China: Beijing	2020-10-20	Homo sapiens
GCA_028829395.1	SAMN32302276	Mediterraneibacter gnavus	R. gnavus RSHDN_120	illuminia	2022-12-18T21:49:04.610	feces	China: Beijing	2020-10-20	Homo sapiens
GCA_902487275.1	SAMEA5853090	uncultured Christensenellaceae bacterium	EMG	Illumina	2019-08-07T10:19:01.430	human gut	not provided		
GCA_900770185.1	SAMEA5279000	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:15:15.286	human stool	Fiji	2018-01-01	
GCA_035337995.1	SAMN32810336	Agitococcus sp.	CLUE-TERRA	Illumina MiSeq	2023-01-20T09:39:08.803	Domestic waste water	Singapore	2015-06-19	
GCA_036821725.1	SAMN28750334	Agitococcus sp.	Helmholtz Centre for Environmental Research - UFZ	Illumina	2022-05-30T07:21:38.666	sludge	Singapore	2015-06-19	
GCA_902374585.1	SAMEA5850889	Enterocloster clostridioformis	EMG	Illumina	2019-08-07T10:17:51.586	human gut	not provided		
GCA_000234155.1	SAMN02463854	[Clostridium] clostridioforme 2_1_49FAA	Broad Institute	454	2013-12-18T11:11:46.830	missing	not determined	not determined	Homo sapiens
GCA_030549395.1	SAMN26741362	Lactiplantibacillus pentosus	Kunming University of Science and Technology	Illumina HiSeq2000	2022-03-17T03:15:05.596	fermented food	China	2020-11-21	
GCA_023806745.1	SAMN27670664	Lactiplantibacillus sp. B652	Kunming University of Science and Technology	Illumina HiSeq2000	2022-04-20T10:20:03.793	fermented food	China	2020-11-21	
GCA_902381635.1	SAMEA5850796	Lacticaseibacillus rhamnosus	EMG	Illumina	2019-08-07T10:17:48.680	human gut	not provided		
GCA_000026505.1	SAMEA2272375	Lacticaseibacillus rhamnosus GG	Institute of Biotechnology, University of Helsinki, Finland		2013-12-20T12:43:23.710				
GCA_015552475.1	SAMN15533252	Ruminococcus sp. 1001136B_160425_D2	Icahn School of Medicine at Mount Sinai	Illumina HiSeq	2020-07-14T14:32:25.480	stool	USA	2016-04-25	Homo sapiens
GCA_028327875.1	SAMN31322851	Ruminococcus sp. 1001136sp1	Icahn School of Medicine	Illumina HiSeq	2022-10-17T16:27:16.116		USA	2016-04-25	Homo sapiens
GCA_021991725.1	SAMN18353396	Bacillus velezensis	Chulalongkorn university	Illumina MiSeq	2021-03-19T00:55:03.600	salted fermented fish	Thailand: north east region	not applicable	not applicable
GCA_024706465.1	SAMN22241476	Bacillus velezensis	Chulalongkorn	Illumina MiSeq	2021-10-13T04:39:05.026		Thailand	2019-10-20	
GCA_900551985.1	SAMEA4892088	uncultured Prevotella sp.	EBI	Illumina	2019-01-28T10:12:40.203	human gut			
GCA_902479855.1	SAMEA5852339	uncultured Prevotella sp.	EMG	Illumina	2019-08-07T10:18:37.476	human gut	Tanzania		
GCA_963901695.1	SAMEA115016797	Aeromonas rivipollensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:19.257		not collected	not collected	
GCA_943914245.1	SAMEA110089378	Aeromonas media	NIH/NHGRI	Illumina	2022-06-14T08:20:56.520	human skin	USA	not provided	
GCA_902482155.1	SAMEA5852568	uncultured Eisenbergiella sp.	EMG	Illumina	2019-08-07T10:18:44.650	human gut	USA		
GCA_900544445.1	SAMEA4891325	uncultured Lachnospiraceae bacterium	EBI	Illumina	2019-02-08T12:13:07.650	human gut			
GCA_949487095.1	SAMEA112731299	bacterium D16-50	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:40.146	mouse gut metagenome	USA	2018-01-15	
GCA_949544475.1	SAMEA112730799	bacterium D16-50	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:23.733	mouse gut metagenome	USA	2018-01-15	
GCA_902170795.1	SAMEA5778926	Yersinia mollaretii	INSTITUT PASTEUR	Illumina NextSeq 500	2019-07-19T08:15:34.726				
GCA_963900165.1	SAMEA115018976	Yersinia mollaretii	Nanjing Agriculture University	not collected	2024-03-02T10:04:35.177		not collected	not collected	
GCA_002241265.1	SAMN06251407	Vibrio sp. V11_P1A41T118	Instituto de ecologia	Illumina MiSeq	2017-01-23T18:36:04.600	water column	Mexico: Cuatro Cienegas	2013-03	
GCA_963874265.1	SAMEA115017462	Vibrio sp. V11_P1A41T118	Nanjing Agriculture University	not collected	2024-03-02T10:03:37.701		not collected	not collected	
GCA_003859345.1	SAMN10476557	Escherichia coli	Sun Yat-sen University	Illumina HiSeq	2018-11-26T08:43:06.460	Gut	China:Guangdong	2015	Homo sapiens
GCA_009823215.1	SAMN11928115	Escherichia coli	Sichuan University	Illumina HiSeq	2019-06-01T07:44:06.847	feces	missing	missing	Homo sapiens
GCA_945868755.1	SAMEA110401967	uncultured Clostridium sp.	EMG	NextSeq 500	2022-07-22T13:12:47.030	pig gut metagenome	Germany	2016-08-01	
GCA_945829365.1	SAMEA110360160	uncultured Clostridia bacterium	EMG	NextSeq 500	2022-07-15T08:11:09.026	pig gut metagenome	Germany	2016-08-01	
GCA_004570505.1	SAMN11126851	Staphylococcus warneri	King's College London	Illumina HiSeq	2019-03-14T11:44:05.103	oral swab	United Kingdom	2014	Mus musculus C3H/Orl
GCA_015235035.1	SAMN16540206	Staphylococcus warneri	King's College London	Illumina HiSeq	2020-10-25T11:51:04.916	Oral	United Kingdom	2014	Mus musculus
GCA_016729785.1	SAMN17083340	Aeromonas dhakensis	Chinese Center for Disease Control and Prevention	Illumina MiSeq	2020-12-15T09:15:06.677	stool	China: Anhui, Maanshan	2017-10-27	Homo sapiens
GCA_963892315.1	SAMEA115016518	Aeromonas dhakensis	Nanjing Agriculture University	not collected	2024-03-02T10:03:08.894		not collected	not collected	
GCA_008374755.1	SAMN12676069	Klebsiella pneumoniae	Faculte de Medecine, Universite Paris-Sud	Illumina NextSeq	2019-09-03T06:17:07.150		France	2018	Homo sapiens
GCA_016918115.1	SAMN17776067	Klebsiella pneumoniae	CHU de Bicetre	Illumina	2021-02-04T06:00:05.943	rectal swab	France:Lille	2018-08-07	Homo sapiens
GCA_034646055.2	SAMN37528876	Mycoplasmopsis felis	University of Guelph	Illumina MiSeq; Oxford Nanopore	2023-09-25T10:39:05.143	nasal swab	Canada: Guelph, Ontario	2020-08	Felis catus
GCA_034646875.2	SAMN37528875	Mycoplasmopsis felis	University of Guelph	Illumina MiSeq; Oxford Nanopore MinION	2023-09-25T10:39:05.133	nasal swab	Canada: Guelph, Ontario	2020-06	Felis catus
GCA_900545625.1	SAMEA4891448	uncultured Oscillospiraceae bacterium	EBI	Illumina	2019-01-28T10:07:10.866	human gut			
GCA_902482065.1	SAMEA5852564	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:44.540	human gut	USA		
GCA_900771165.1	SAMEA5278617	Victivallales bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:10:12.713	human stool	Fiji	2018-01-01	
GCA_902487845.1	SAMEA5853142	uncultured Lentisphaeria bacterium	EMG	Illumina	2019-08-07T10:19:03.213	human gut	not provided		
GCA_900768035.1	SAMEA5279389	Clostridia bacterium	DOE JGI	Illumina HiSeq 2000	2019-02-01T10:20:24.350	human stool	Fiji	2018-01-01	
GCA_902486185.1	SAMEA5852977	uncultured Oscillospiraceae bacterium	EMG	Illumina	2019-08-07T10:18:57.790	human gut	not provided		
GCA_003311965.1	SAMN09261053	Vibrio paracholerae	CDC	Illumina MiSeq	2018-05-25T12:50:06.660	stool	USA: North Dakota	2016	
GCA_963878035.1	SAMEA115017715	Vibrio paracholerae	Nanjing Agriculture University	not collected	2024-03-02T10:03:47.511		not collected	2016	
GCA_006243325.1	SAMN07312770	Aeromonas salmonicida	University of Connecticut Graf Lab	Illumina MiSeq	2017-07-03T16:32:03.917	river water	not available	not available	
GCA_963882465.1	SAMEA115017959	Aeromonas salmonicida	Nanjing Agriculture University	not collected	2024-03-02T10:03:59.296		not collected	not collected	
GCA_001878895.1	SAMN04155446	Salmonella enterica subsp. enterica serovar Give	Center for Food Safety and Applied Nutrition	Illumina MiSeq	2015-10-07T15:26:19.000	river water	USA	2008	
GCA_001879865.1	SAMN04155445	Salmonella enterica subsp. enterica serovar Altona	Center for Food Safety and Applied Nutrition	Illumina MiSeq	2015-10-07T15:26:17.000	river water	USA	2008	
GCA_028594335.1	SAMN33054984	Streptococcus pneumoniae	University of Alabama at Birmingham	Illumina NextSeq	2023-02-03T13:59:03.793	NA	NA	NA	Homo sapiens
GCA_034187145.1	SAMN38501054	Streptococcus pneumoniae	University of Alabama Birmingham	Illumina HiSeq	2023-11-29T15:48:04.287	lab strain	not applicable	2022	
GCA_949503285.1	SAMEA112731230	uncultured Ureaplasma sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	NextSeq 500	2023-03-08T08:34:38.073	mouse gut metagenome	USA	2018-01-15	
GCA_949553035.1	SAMEA112730751	uncultured Ureaplasma sp.	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	Illumina HiSeq 2000	2023-03-08T08:34:22.430	mouse gut metagenome	USA	2018-01-15	
GCA_008806905.1	SAMN12855975	Haloferax sp. CBA1150	World Institute of Kimchi	PacBio RSII	2019-09-26T07:41:07.160	solar salt	South Korea	missing	
GCA_009674625.1	SAMN13255728	Haloferax marinum	Incheon National University	PacBio	2019-11-11T04:40:04.713	Sea water	South Korea: Incheon	2016-01	not applicable
GCA_025388655.1	SAMN15090017	Lactiplantibacillus plantarum	Inner Mongolia Agricultural University	Illumina MiSeq; Sanger	2020-06-03T03:06:04.206	feces	China: Hohhot	2012	
GCA_025388695.1	SAMN15090016	Lactiplantibacillus plantarum	Inner Mongolia Agricultural University	Illumina MiSeq; Sanger	2020-06-03T03:06:04.186	feces	China: Hohhot	2012	
GCA_004345545.1	SAMN10362061	Vibrio crassostreae	DOE Joint Genome Institute	Illumina HiSeq	2018-11-01T19:37:40.743	missing	France: Brest	missing	not applicable
GCA_963880925.1	SAMEA115017870	Vibrio crassostreae	Nanjing Agriculture University	not collected	2024-03-02T10:03:57.284		not collected	not collected	
