Organism.Name	TaxID	BioProject.Accession	BioProject.ID	Group	SubGroup	Size..Mb.	GC.	Replicons	WGS	Scaffolds	Genes	Proteins	Release.Date	Modify.Date	Status	Center	BioSample.Accession	Assembly.Accession	Reference	FTP.Path	Pubmed.ID	Strain	Actual.Size
uncultured Erysipelotrichaceae bacterium	331630	PRJEB31266	522726	Terrabacteria group	Bacillota	1.32426	31.1	-	CACVUF01	39	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148378	GCA_902757235.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/757/235/GCA_902757235.1_Rumen_uncultured_genome_RUG10245	-	RUG10245	1324263
Spirochaetota bacterium	2202144	PRJNA925477	925477	Spirochaetota	unclassified Spirochaetota	3.13473	56.4	-	DAOPHP01	314	2967	2903	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865061	GCA_035398665.1	-	-	38289113	AMR_MDS_3326	3134726
Spirochaetota bacterium	2202144	PRJNA843551	843551	Spirochaetota	unclassified Spirochaetota	3.13473	56.4	-	DAIREN01	314	-	-	2024/02/22	2024/02/22	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28749557	GCA_036795535.1	-	-	37994269	CTOTU18291	3134726
Yersinia alsatica	2890317	PRJEB33414	553746	Pseudomonadota	Gammaproteobacteria	4.68306	47.7	-	CABHWY01	99	4281	4126	2019/07/30	2022/01/26	Contig	INSTITUT PASTEUR	SAMEA5778893	GCA_902170285.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/170/285/GCA_902170285.1_IP39458	-	IP39458	4683060
Yersinia alsatica	2890317	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.68306	47.7	-	CAWREG01	99	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115018963	GCA_963900415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/900/415/GCA_963900415.1_ena-yuan-GCF_902170285.1	-	ena-yuan-GCF_902170285.1	4683060
Pseudomonas aeruginosa	287	PRJNA244279	244279	Pseudomonadota	Gammaproteobacteria	6.69573	66.3	-	RAAN01	273	6346	6169	2018/10/11	2022/03/05	Contig	University of Tartu	SAMN09478028	GCA_003632845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/632/845/GCF_003632845.1_ASM363284v1	-	HUM-275-D1	6695729
Pseudomonas aeruginosa	287	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	6.69573	66.3	-	CAWOGC01	273	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115017781	GCA_963880565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/880/565/GCA_963880565.1_ena-yuan-GCF_003632845.1	-	ena-yuan-GCF_003632845.1	6695729
Bordetella parapertussis	519	PRJNA287884	287884	Pseudomonadota	Betaproteobacteria	4.77393	68.1	chromosome:NZ_CP043113.1/CP043113.1	-	1	4524	4243	2019/11/08	2022/01/28	Complete Genome	Centers for Disease Control and Prevention	SAMN12525384	GCA_009626715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/626/715/GCF_009626715.1_ASM962671v1	31744907	I325	4773929
Bordetella parapertussis	519	PRJNA287884	287884	Pseudomonadota	Betaproteobacteria	4.77393	68.1	chromosome:NZ_CP043121.1/CP043121.1	-	1	4523	4242	2019/11/08	2022/01/27	Complete Genome	Centers for Disease Control and Prevention	SAMN12525375	GCA_009626875.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/626/875/GCF_009626875.1_ASM962687v1	31744907	I133	4773929
Citrobacter amalonaticus	35703	PRJNA1023011	1023011	Pseudomonadota	Gammaproteobacteria	5.05168	53.4	-	JAWHYJ01	94	4881	4692	2023/10/16	2023/10/16	Scaffold	Second Affiliated Hospital of Zhejiang University, School of Medicine	SAMN37637406	GCA_032742855.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/742/855/GCA_032742855.1_ASM3274285v1	-	23-M-SY-2	5051685
Citrobacter amalonaticus	35703	PRJNA1055688	1055688	Pseudomonadota	Gammaproteobacteria	5.05168	53.4	-	JAYGTL01	94	4882	4693	2024/01/03	2024/01/03	Scaffold	The Second Affiliated Hospital of Zhejiang University School of Medicine, Zhejiang University	SAMN39063226	GCA_035020405.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/035/020/405/GCF_035020405.1_ASM3502040v1	-	M-SY-2	5051685
Yersinia kristensenii	28152	PRJEB33414	553746	Pseudomonadota	Gammaproteobacteria	4.72268	47.4	-	CABHXR01	67	4332	4183	2019/07/30	2022/04/19	Contig	INSTITUT PASTEUR	SAMEA5778906	GCA_902170425.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/170/425/GCA_902170425.1_IP38952	-	IP38952	4722684
Yersinia kristensenii	28152	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.72268	47.4	-	CAWREE01	67	-	-	2024/02/29	2024/03/02	Contig	Nanjing Agriculture University	SAMEA115018970	GCA_963900705.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/900/705/GCA_963900705.1_ena-yuan-GCF_902170425.1	-	ena-yuan-GCF_902170425.1	4722684
Escherichia coli	562	PRJEB10151	292224	Pseudomonadota	Gammaproteobacteria	5.28219	50.4	-	CXXF01	122	5231	4919	2015/08/07	2022/05/18	Scaffold	Laboratory of Evolutionary Bioinformatics, SNU	SAMEA3498441	GCA_001268385.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/268/385/GCF_001268385.1_1.EC2719.1	-	cow fecal	5282192
Escherichia coli	562	PRJEB10152	292225	Pseudomonadota	Gammaproteobacteria	5.28219	50.4	-	CXWV01	122	5231	4919	2015/08/07	2022/05/18	Scaffold	Laboratory of Evolutionary Bioinformatics, SNU	SAMEA3498442	GCA_001269045.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/269/045/GCF_001269045.1_1.EC2721.1	-	cow fecal	5282192
SAR86 cluster bacterium AG-313-D11	2162552	PRJNA445865	445865	Pseudomonadota	Gammaproteobacteria	1.30183	36	-	QBVW01	22	-	-	2018/06/28	2018/09/11	Contig	Massachusetts Institute of Technology	SAMN08885964	GCA_003284215.1	-	-	30179231	AG-313-D11	1301831
uncultured SAR86 cluster bacterium	648174	PRJEB33281	572885	Pseudomonadota	Gammaproteobacteria	1.30183	36	-	CABXAF01	22	-	-	2019/10/25	2021/03/01	Contig	WOODS HOLE OCEANOGRAPHIC INSTITUTION	SAMEA6076745	GCA_902510145.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/510/145/GCA_902510145.1_AG-313-D11	-	AG-313-D11	1301831
Aeromonas sanarellii	633415	PRJEB7037	267808	Pseudomonadota	Gammaproteobacteria	4.1869	63.1	-	CDBN01	98	3940	3760	2014/11/24	2022/04/12	Scaffold	University of Connecticut	SAMEA2752411	GCA_000820085.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/085/GCA_000820085.1_PRJEB7037	-	LMG 24682	4186903
Aeromonas sanarellii	633415	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	4.1869	63.1	-	CAWMGK01	98	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115017116	GCA_963867225.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/867/225/GCA_963867225.1_ena-yuan-GCF_000820085.1	-	ena-yuan-GCF_000820085.1	4186903
Collinsella ihumii	1720204	PRJEB12547	310079	Terrabacteria group	Actinomycetota	2.83645	64.1	-	FCOU01	35	2488	2375	2016/01/29	2022/01/24	Contig	IHU - Mediterranee Infection	SAMEA3857553	GCA_900046475.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/046/475/GCA_900046475.1_Collinsella_ihumii	-	GD8	2836446
Collinsella ihumii	1720204	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.83645	64.1	-	CABKVW01	35	2488	2375	2019/08/16	2022/01/24	Contig	EMG	SAMEA5851041	GCA_902375985.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/375/985/GCA_902375985.1_MGYG-HGUT-01538	-	MGYG-HGUT-01538	2836446
Elusimicrobiota bacterium	2030800	PRJNA925477	925477	Elusimicrobiota	unclassified Elusimicrobiota	2.01844	63.6	-	DAOQET01	878	2401	2353	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32810355	GCA_035337575.1	-	-	38289113	AMR_MDS_0723	2018443
Elusimicrobiota bacterium	2030800	PRJNA843551	843551	Elusimicrobiota	unclassified Elusimicrobiota	2.01844	63.6	-	DAITMU01	878	-	-	2024/02/23	2024/02/23	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28751132	GCA_036835005.1	-	-	37994269	CTOTU8906	2018443
uncultured Bacteroidetes bacterium	152509	PRJEB31266	522726	FCB group	Bacteroidota/Chlorobiota group	1.85887	53.3	-	CACWCU01	47	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148602	GCA_902759515.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/759/515/GCA_902759515.1_Rumen_uncultured_genome_RUG10469	-	RUG10469	1858873
uncultured Bacteroidales bacterium	194843	PRJEB21624	393957	FCB group	Bacteroidota/Chlorobiota group	1.85887	53.3	-	ONUT01	47	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104666425	GCA_900321075.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/321/075/GCA_900321075.1_Rumen_uncultured_genome_RUG659	-	RUG659	1858873
Mycoplasmoides pneumoniae	2104	PRJNA382141	382141	Terrabacteria group	Mycoplasmatota	0.816433	40	chromosome:NZ_CP020711.1/CP020711.1	-	1	766	681	2017/04/18	2021/12/19	Complete Genome	Affiliated Hospital of Academy of Military Medical Science	SAMN06700070	GCA_002095995.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/095/995/GCF_002095995.1_ASM209599v1	-	S4-tet-R	816433
Mycoplasmoides pneumoniae	2104	PRJNA382135	382135	Terrabacteria group	Mycoplasmatota	0.816433	40	chromosome:NZ_CP020710.1/CP020710.1	-	1	767	680	2017/04/18	2021/12/19	Complete Genome	Affiliated Hospital of Academy of Military Medical Science	SAMN06699949	GCA_002096015.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/015/GCF_002096015.1_ASM209601v1	-	S34-tet-R	816433
Vibrio injensis	1307414	PRJDB5318	354994	Pseudomonadota	Gammaproteobacteria	3.67088	44	-	BDJF01	33	3398	3257	2016/11/25	2022/09/14	Scaffold	Korea Research Institute of Bioscience and Biotechnology	SAMD00066877	GCA_001895205.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/205/GCF_001895205.1_ASM189520v1	-	M12-1144	3670882
Vibrio injensis	1307414	PRJEB71012	1084441	Pseudomonadota	Gammaproteobacteria	3.67088	44	-	CAWMVG01	33	-	-	2024/02/29	2024/03/02	Scaffold	Nanjing Agriculture University	SAMEA115017366	GCA_963872005.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/872/005/GCA_963872005.1_ena-yuan-GCF_001895205.1	-	ena-yuan-GCF_001895205.1	3670882
Bacteroidales bacterium	2030927	PRJEB32890	548304	FCB group	Bacteroidota/Chlorobiota group	2.45251	47	-	CATHQE01	71	-	-	2023/03/07	2023/03/09	Contig	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	SAMEA112731160	GCA_949546915.1	-	-	-	extra-SRR7762558.10_1677802208	2452510
Bacteroidales bacterium	2030927	PRJEB32890	548304	FCB group	Bacteroidota/Chlorobiota group	2.45251	47	-	CATICY01	71	-	-	2023/03/07	2023/03/09	Contig	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	SAMEA112730727	GCA_949550375.1	-	-	-	extra-SRR7761320.55_1677801453	2452510
Akkermansia sp.	1872421	PRJNA641528	641528	PVC group	Verrucomicrobiota	1.94681	56.1	-	JADBOH01	168	-	-	2020/11/23	2020/11/23	Contig	Tibet Agricultural and Animal Husbandry College	SAMN15355196	GCA_015656455.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/656/455/GCA_015656455.1_ASM1565645v1	33036549	MAG51	1946814
uncultured Akkermansia sp.	512294	PRJEB40266	664733	PVC group	Verrucomicrobiota	1.94681	56.1	-	CAJGDB01	168	-	-	2020/10/10	2021/03/05	Contig	Shanghai MasScience Genomics Core	SAMEA7322070	GCA_904502165.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/502/165/GCA_904502165.1_MAG51	-	MAG51	1946814
Gloeomargarita sp. SKYG116	2972684	PRJNA761511	761511	Terrabacteria group	Cyanobacteriota/Melainabacteria group	2.36581	56	-	JANWVM01	258	2529	2459	2022/09/07	2022/09/07	Scaffold	Universiti Teknologi Malaysia	SAMN30304724	GCA_025056115.1	-	-	-	SKYG116	2365809
Gloeomargarita sp. SKYGB_i_bin116	3074506	PRJNA1012858	1012858	Terrabacteria group	Cyanobacteriota/Melainabacteria group	2.36581	56	-	JAVQYZ01	258	2529	2470	2023/11/13	2023/11/13	Scaffold	Universiti Teknologi Malaysia	SAMN37334196	GCA_033583715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/583/715/GCA_033583715.1_ASM3358371v1	-	SKYGB_i_bin116	2365809
Slackia piriformis YIT 12062	742818	PRJNA46425	46425	Terrabacteria group	Actinomycetota	2.11933	57.6	-	ADMD01	5	1827	1739	2012/09/13	2021/12/18	Scaffold	Broad Institute	SAMN02595396	GCA_000296445.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/445/GCA_000296445.1_Slac_piri_YIT_12062_V1	-	YIT 12062	2119335
Slackia piriformis	626934	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.11933	57.6	-	CABKRI01	5	1830	1745	2019/08/12	2022/10/02	Scaffold	EMG	SAMEA5850912	GCA_902374735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/735/GCA_902374735.1_MGYG-HGUT-01409	-	MGYG-HGUT-01409	2119335
uncultured Porphyromonadaceae bacterium	348578	PRJEB33885	559126	FCB group	Bacteroidota/Chlorobiota group	2.21955	57.3	-	CABTDI01	234	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852708	GCA_902483545.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/483/545/GCA_902483545.1_UHGG-TPA_MGYG-HGUT-03202	-	MGYG-HGUT-03202	2219551
Bacteroidales bacterium	2030927	PRJEB31003	517862	FCB group	Bacteroidota/Chlorobiota group	2.21955	57.3	-	CAAEWX01	234	-	-	2019/04/04	2021/02/24	Contig	DOE JGI	SAMEA5278877	GCA_900759865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/759/865/GCA_900759865.1_SRS011061_72	-	HGM05285	2219551
Lachnospiraceae bacterium	1898203	PRJEB32890	548304	Terrabacteria group	Bacillota	3.78762	34.8	-	CASVHA01	220	-	-	2023/03/07	2023/03/09	Contig	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	SAMEA112720252	GCA_949462275.1	-	-	-	extra-SRR5574474.69_1677764763	3787618
Lachnospiraceae bacterium	1898203	PRJEB32890	548304	Terrabacteria group	Bacillota	3.78762	34.8	-	CASXTY01	220	-	-	2023/03/07	2023/03/09	Contig	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	SAMEA112720364	GCA_949479235.1	-	-	-	extra-SRR5574491.68_1677764812	3787618
Oscillospiraceae bacterium	2485925	PRJEB31266	522726	Terrabacteria group	Bacillota	1.94133	62.2	-	CACVYS01	150	-	-	2020/02/10	2021/02/22	Scaffold	THE ROSLIN INSTITUTE	SAMEA6148499	GCA_902758415.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/758/415/GCA_902758415.1_Rumen_uncultured_genome_RUG10366	-	RUG10366	1941332
uncultured Eubacteriales bacterium	172733	PRJEB21624	393957	Terrabacteria group	Bacillota	1.94133	62.2	-	ONQJ01	150	-	-	2018/03/19	2018/03/19	Scaffold	THE ROSLIN INSTITUTE	SAMEA104666635	GCA_900319935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/319/935/GCA_900319935.1_Rumen_uncultured_genome_RUG542	-	RUG542	1941332
Acetomicrobium hydrogeniformans ATCC BAA-1850	592015	PRJNA33123	33123	Synergistota	Synergistia	2.12392	46.5	-	ACJX03	8	2118	2040	2009/04/02	2022/03/29	Contig	WUGSC	SAMN00009040	GCA_000160455.2	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/455/GCA_000160455.2_ASM16045v2	-	OS1	2123925
Acetomicrobium hydrogeniformans	649746	PRJEB33885	559126	Synergistota	Synergistia	2.12392	46.5	-	CABKOO01	8	2129	2053	2019/08/12	2022/10/01	Contig	EMG	SAMEA5850842	GCA_902374045.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/374/045/GCA_902374045.1_MGYG-HGUT-01339	-	MGYG-HGUT-01339	2123925
Escherichia coli	562	PRJNA796470	796470	Pseudomonadota	Gammaproteobacteria	5.32573	50.7	-	JAKFBB01	139	5274	4921	2022/01/17	2022/01/19	Contig	Faculte de Medecine, Universite Paris-Sud	SAMN24861979	GCA_021493535.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/493/535/GCA_021493535.1_ASM2149353v1	-	273E4	5325726
Escherichia coli	562	PRJNA934295	934295	Pseudomonadota	Gammaproteobacteria	5.32573	50.7	-	JARFVN01	139	5288	4956	2023/03/13	2023/03/13	Contig	Laboratoire Bacteriologie, hopital bicetre	SAMN33270305	GCA_029194715.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/194/715/GCF_029194715.1_ASM2919471v1	-	273E4	5325726
Tenuifilaceae bacterium	2952975	PRJNA925477	925477	FCB group	Bacteroidota/Chlorobiota group	3.12759	44.3	-	DAOPBC01	74	2459	2408	2024/01/09	2024/01/09	Scaffold	CLUE-TERRA	SAMN32865230	GCA_035395385.1	-	-	38289113	AMR_MDS_3495	3127587
Tenuifilaceae bacterium	2952975	PRJNA843551	843551	FCB group	Bacteroidota/Chlorobiota group	3.12759	44.3	-	DAITHB01	74	-	-	2024/02/23	2024/02/23	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN28750962	GCA_036838025.1	-	-	37994269	CTOTU18460	3127587
Aequitasia blattaphilus	2949332	PRJNA842349	842349	Terrabacteria group	Bacillota	3.2106	38.9	-	JAMZFW01	63	3077	2980	2022/07/05	2022/07/05	Contig	The Ohio State University	SAMN28657361	GCA_024160205.1	REPR	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/160/205/GCF_024160205.1_ASM2416020v1	-	PAL113	3210596
Aequitasia blattaphilus	2949332	PRJNA842368	842368	Terrabacteria group	Bacillota	3.2106	38.9	-	JAMXOD01	63	3077	2980	2022/08/19	2022/08/19	Contig	The Ohio State University	SAMN28658556	GCA_024721305.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/721/305/GCF_024721305.1_ASM2472130v1	35679131	PAL113	3210596
uncultured Collinsella sp.	165190	PRJEB26432	517255	Terrabacteria group	Actinomycetota	2.12977	59.9	-	URCS01	132	-	-	2019/01/28	2019/01/28	Contig	European Bioinformatics Institute	SAMEA4891524	GCA_900546455.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/546/455/GCA_900546455.1_UMGS877	-	UMGS877	2129771
uncultured Collinsella sp.	165190	PRJEB33885	559126	Terrabacteria group	Actinomycetota	2.12977	59.9	-	CABSVT01	132	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852473	GCA_902481185.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/481/185/GCA_902481185.1_UHGG-TPA_MGYG-HGUT-02968	-	MGYG-HGUT-02968	2129771
Chloroflexota bacterium	2026724	PRJNA666025	666025	Terrabacteria group	Chloroflexota	2.64965	74.7	-	JAJZRQ01	141	-	-	2022/02/01	2022/02/01	Scaffold	Sun Yat-sen University, Guangzhou	SAMN20843802	GCA_021802585.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/802/585/GCA_021802585.1_ASM2180258v1	-	SKS1.bin96	2649650
Chloroflexota bacterium	2026724	PRJNA830440	830440	Terrabacteria group	Chloroflexota	2.64965	74.7	-	JAPTVG01	141	2566	2481	2023/01/26	2023/01/26	Scaffold	South china normal university	SAMN27723783	GCA_028065775.1	-	-	36507660	SKS.bin10	2649650
Campylobacter concisus	199	PRJNA395841	395841	Campylobacterota	Epsilonproteobacteria	1.90667	37.3	-	POZP01	66	1953	1876	2018/02/02	2022/08/20	Contig	University of Bath	SAMN08200452	GCA_002912785.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/912/785/GCF_002912785.1_ASM291278v1	29382867	AAUH-51UCf	1906669
Campylobacter concisus	199	PRJEB33885	559126	Campylobacterota	Epsilonproteobacteria	1.90667	37.3	-	CABMLC01	66	1953	1876	2019/08/15	2022/09/29	Contig	EMG	SAMEA5851936	GCA_902387135.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/135/GCA_902387135.1_UHGG_MGYG-HGUT-02431	-	MGYG-HGUT-02431	1906669
Lentilactobacillus kefiri	33962	PRJNA467650	467650	Terrabacteria group	Bacillota	2.57072	41.8	-	QFFL01	10	2516	2380	2018/05/18	2021/10/05	Scaffold	University of Bologna	SAMN09088062	GCA_003131085.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/131/085/GCF_003131085.1_ASM313108v1	-	SGL 13	2570721
Lentilactobacillus kefiri	33962	PRJEB33885	559126	Terrabacteria group	Bacillota	2.57072	41.8	-	CABMMA01	10	2516	2380	2019/08/16	2021/10/06	Scaffold	EMG	SAMEA5851977	GCA_902387495.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/387/495/GCA_902387495.1_UHGG_MGYG-HGUT-02472	-	MGYG-HGUT-02472	2570721
uncultured Prevotellaceae bacterium	370804	PRJEB21624	393957	FCB group	Bacteroidota/Chlorobiota group	3.11379	47.9	-	OMYQ01	73	-	-	2018/03/19	2018/03/19	Contig	THE ROSLIN INSTITUTE	SAMEA104667011	GCA_900315325.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/315/325/GCA_900315325.1_Rumen_uncultured_genome_RUG086	-	RUG086	3113789
uncultured Prevotellaceae bacterium	370804	PRJEB31266	522726	FCB group	Bacteroidota/Chlorobiota group	3.11379	47.9	-	CACVLC01	73	-	-	2020/02/10	2021/02/22	Contig	THE ROSLIN INSTITUTE	SAMEA6148134	GCA_902754935.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/754/935/GCA_902754935.1_Rumen_uncultured_genome_RUG10002	-	RUG10002	3113789
Bacteroides fragilis	817	PRJNA518912	518912	FCB group	Bacteroidota/Chlorobiota group	5.68464	43.8	-	SPGY01	51	4828	4675	2019/05/26	2022/10/06	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN10863232	GCA_005844845.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/844/845/GCF_005844845.1_ASM584484v1	-	1001175st1_C3	5684644
Bacteroides fragilis	817	PRJNA637878	637878	FCB group	Bacteroidota/Chlorobiota group	5.68464	43.8	-	JADMXK01	51	4829	4648	2020/11/17	2022/10/07	Scaffold	Icahn School of Medicine at Mount Sinai	SAMN15533184	GCA_015548595.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/548/595/GCA_015548595.1_ASM1554859v1	-	1001175B_160314_C3	5684644
Lactococcus lactis	1358	PRJNA482748	482748	Terrabacteria group	Bacillota	2.36303	34.9	-	QRLU01	11	2307	2226	2018/09/06	2022/09/03	Scaffold	BGI	SAMN09734781	GCA_003472365.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/472/365/GCF_003472365.1_ASM347236v1	-	AM11-49	2363031
Lactococcus lactis	1358	PRJEB33885	559126	Terrabacteria group	Bacillota	2.36303	34.9	-	CABJEC01	11	2305	2226	2019/08/12	2022/10/01	Scaffold	EMG	SAMEA5849728	GCA_902364565.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/364/565/GCA_902364565.1_MGYG-HGUT-00226	-	MGYG-HGUT-00226	2363031
Campylobacter jejuni	197	PRJNA1087358	1087358	Campylobacterota	Epsilonproteobacteria	1.70206	30.5499	chromosome:CP148240.1; plasmid pZ1323CCJ0011-2:CP148241.1	-	2	1791	1682	2024/03/25	2024/03/25	Complete Genome	Jeonbuk National University	SAMN40441353	GCA_037713025.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/713/025/GCF_037713025.1_ASM3771302v1	-	-	1702064
Campylobacter jejuni	197	PRJNA1087358	1087358	Campylobacterota	Epsilonproteobacteria	1.70206	30.5499	chromosome:CP148252.1; plasmid pZ1323CCJ0007-2:CP148253.1	-	2	1792	1683	2024/03/25	2024/03/25	Complete Genome	Jeonbuk National University	SAMN40441349	GCA_037719745.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/719/745/GCF_037719745.1_ASM3771974v1	-	-	1702064
Lachnospiraceae bacterium	1898203	PRJEB31003	517862	Terrabacteria group	Bacillota	5.05692	38.3	-	CAAFXG01	636	-	-	2019/04/04	2021/02/24	Contig	DOE JGI	SAMEA5279135	GCA_900766925.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/766/925/GCA_900766925.1_SRS475647_33	-	HGM12091	5056923
uncultured Lachnospiraceae bacterium	297314	PRJEB33885	559126	Terrabacteria group	Bacillota	5.05692	38.3	-	CABTLS01	636	-	-	2019/09/06	2021/03/01	Contig	EMG	SAMEA5852931	GCA_902485735.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/485/735/GCA_902485735.1_UHGG-TPA_MGYG-HGUT-03425	-	MGYG-HGUT-03425	5056923
Streptococcus pneumoniae	1313	PRJNA317732	317732	Terrabacteria group	Bacillota	2.0214	39.7	-	MDYF01	94	2112	1913	2016/09/06	2022/08/08	Scaffold	National Institute for Communicable Diseases	SAMN04337296	GCA_001720055.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/055/GCF_001720055.1_ASM172005v1	-	699-6A	2021396
Streptococcus pneumoniae	1313	PRJNA317732	317732	Terrabacteria group	Bacillota	2.0214	39.7	-	NNBX01	94	2116	1917	2017/08/11	2022/09/29	Scaffold	National Institute for Communicable Diseases	SAMN04337297	GCA_002246915.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/246/915/GCF_002246915.1_ASM224691v1	-	699-14	2021396
Escherichia coli	562	PRJNA878632	878632	Pseudomonadota	Gammaproteobacteria	5.02131	50.8	-	JAOEFM01	136	4947	4690	2022/09/26	2022/09/28	Contig	Provincial Hospital Affiliated to Shandong First Medical University	SAMN30840011	GCA_025421865.1	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/421/865/GCF_025421865.1_ASM2542186v1	-	BZ2701	5021307
