Assembly Accession	Actual Size
GCA_001932935.1	3515597
GCA_001746795.1	3515597
GCA_035395805.1	2310842
GCA_036774765.1	2310842
GCA_902386295.1	2094695
GCA_002761995.1	2094695
GCA_025056305.1	2409590
GCA_033583475.1	2409590
GCA_035010305.1	4853414
GCA_035010545.1	4853413
GCA_002876945.2	5627598
GCA_963877225.1	5627598
GCA_001051015.2	2467698
GCA_002900845.1	2467698
GCA_900143375.1	2793504
GCA_900148715.1	2793504
GCA_001457415.1	5263775
GCA_902375625.1	5263775
GCA_013043085.1	2455877
GCA_018680475.1	2455877
GCA_011066255.1	4789862
GCA_963888145.1	4789862
GCA_030720485.1	1728933
GCA_030720445.1	1728934
GCA_030720625.1	1728933
GCA_030720285.1	1728930
GCA_030719585.1	1728926
GCA_030719845.1	1728927
GCA_030720525.1	1728925
GCA_030719465.1	1728925
GCA_016815055.1	4310992
GCA_016815115.1	4310993
GCA_003279765.1	873216
GCA_902558955.1	873216
GCA_020466945.1	2059616
GCA_000441435.1	2059616
GCA_900770685.1	1070832
GCA_902487635.1	1070832
GCA_900143305.1	3341582
GCA_900148535.1	3341582
GCA_023534215.1	4801374
GCA_023534945.1	4801374
GCA_000974285.1	3564998
GCA_902386695.1	3564998
GCA_902759805.1	2188662
GCA_900321595.1	2188662
GCA_035398575.1	1573983
GCA_036768435.1	1573983
GCA_035397785.1	1883354
GCA_036795525.1	1883354
GCA_900769235.1	2130921
GCA_902486855.1	2130921
GCA_902374515.1	4883880
GCA_000239255.1	4883880
GCA_902759895.1	2487714
GCA_900317445.1	2487714
GCA_024732285.1	4811261
GCA_024732305.1	4811260
GCA_003950725.1	7212420
GCA_003952185.1	7212419
GCA_002925905.1	6193009
GCA_901556995.1	6193009
GCA_000260715.1	1932693
GCA_003671995.1	1932687
GCA_000242435.1	2499879
GCA_902374635.1	2499879
GCA_003858885.1	5555042
GCA_009822965.1	5555042
GCA_033170295.1	5041864
GCA_033170335.1	5041857
GCA_017724115.1	4395318
GCA_017724215.1	4395318
GCA_900547285.1	1896416
GCA_902483335.1	1896416
GCA_902479305.1	1418375
GCA_900548845.1	1418375
GCA_011038775.1	2502093
GCA_017811745.1	2502093
GCA_001510645.1	5321099
GCA_001541085.1	5321099
GCA_010592485.1	5408603
GCA_963887285.1	5408603
GCA_036999185.1	5862442
GCA_026161975.1	5862442
GCA_004329705.1	4474039
GCA_001306455.1	4474039
GCA_900546645.1	2819390
GCA_902483125.1	2819390
GCA_009626555.1	4773885
GCA_009626855.1	4773878
GCA_009625935.1	4773877
GCA_009625995.1	4773877
GCA_009626495.1	4773877
GCA_003186765.1	4773876
GCA_009626175.1	4773876
GCA_000256485.1	5810698
GCA_963860685.1	5810698
GCA_001901655.1	6632161
GCA_001984885.1	6632161
GCA_945874035.1	1509071
GCA_945830545.1	1509071
GCA_003938045.1	3012993
GCA_021376205.1	3012994
GCA_035397905.1	1777246
GCA_036769945.1	1777246
GCA_902385235.1	1825047
GCA_003433955.1	1825047
GCA_900543565.1	1529515
GCA_902479765.1	1529515
GCA_902170255.1	4654004
GCA_963900475.1	4654004
GCA_035395845.1	1890069
GCA_036739055.1	1890069
GCA_025567345.1	2912566
GCA_900066115.1	2912566
GCA_001418005.1	4373820
GCA_001517345.1	4373820
GCA_036825155.1	3640690
GCA_035404545.1	3640690
GCA_902170385.1	4246048
GCA_963900645.1	4246048
GCA_949530495.1	2061490
GCA_949542325.1	2061490
GCA_902760225.1	1032804
GCA_900313815.1	1032804
GCA_000509045.1	6168028
GCA_902385905.1	6168028
GCA_902364205.1	2845821
GCA_003478665.1	2845821
GCA_011774405.1	3544185
GCA_011777305.1	3544185
GCA_014490085.1	3135567
GCA_024433585.1	3135567
GCA_003281045.1	912480
GCA_902537915.1	912480
GCA_036743275.1	1740630
GCA_035394965.1	1740630
GCA_033141605.1	2826325
GCA_033141865.1	2826325
GCA_035394785.1	2376990
GCA_036769845.1	2376990
GCA_002967715.1	6638894
GCA_003335525.1	6638894
GCA_900766795.1	2989686
GCA_902485715.1	2989686
GCA_900770715.1	1915631
GCA_902487695.1	1915631
GCA_900321805.1	1892137
GCA_902757125.1	1892137
GCA_016813575.1	3983970
GCA_016813745.1	3983970
GCA_016813935.1	3983970
GCA_900545835.1	1986334
GCA_902481665.1	1986334
GCA_900320825.1	3029516
GCA_902760045.1	3029516
GCA_000754925.1	4620096
GCA_963864395.1	4620096
GCA_034440435.1	8125928
GCA_021772095.1	8125928
GCA_018881485.1	5144974
GCA_025696365.1	5144974
GCA_003849805.1	4737819
GCA_963881055.1	4737819
GCA_021327755.1	2784838
GCA_040529685.1	2784838
GCA_035392985.1	2379007
GCA_036725285.1	2379007
GCA_035393185.1	2086101
GCA_036781805.1	2086101
GCA_902487455.1	1572375
GCA_900770585.1	1572375
GCA_002237815.1	8242209
GCA_003001675.1	8242209
GCA_009759705.1	2337511
GCA_001481715.1	2337508
GCA_015272955.1	2757668
GCA_022396195.1	2757668
GCA_002607735.1	3836940
GCA_963876675.1	3836940
GCA_902756235.1	1195531
GCA_900320505.1	1195531
GCA_035396525.1	3490806
GCA_036733345.1	3490806
GCA_035394505.1	1963837
GCA_036838105.1	1963837
GCA_949496705.1	3447033
GCA_949540585.1	3447033
GCA_000624995.2	4685984
GCA_000624715.2	4685975
GCA_001185455.1	6095620
GCA_963868145.1	6095620
GCA_902755975.1	2463973
GCA_900318595.1	2463973
GCA_900555385.1	3148284
GCA_902480305.1	3148284
GCA_900771065.1	1897567
GCA_902487825.1	1897567
GCA_009814955.1	1788420
GCA_009815015.1	1788420
GCA_009817315.1	1788415
GCA_009818775.1	1788420
GCA_009819075.1	1788419
GCA_003212275.1	1120369
GCA_902595245.1	1120369
GCA_013112825.1	2529513
GCA_016743675.1	2529513
GCA_949523795.1	1654563
GCA_949530075.1	1654563
GCA_022096935.1	2060038
GCA_023128215.1	2060038
GCA_025218215.1	5242743
GCA_032193255.1	5242743
GCA_900120775.1	4363363
GCA_900121415.1	4363361
GCA_035396505.1	1979268
GCA_036748135.1	1979268
GCA_005311105.1	1139773
GCA_003076575.1	1139772
GCA_000815245.1	2872771
GCA_003073395.1	2872769
GCA_003073435.1	2872769
GCA_000815045.1	2872768
GCA_900553725.1	5266198
GCA_902480535.1	5266198
GCA_037590645.1	1653662
GCA_037587365.1	1653661
GCA_902374255.1	2965437
GCA_000186505.1	2965437
GCA_902170695.1	4609446
GCA_963900195.1	4609446
GCA_002448015.1	4411454
GCA_002447775.1	4411449
GCA_002887335.1	4411446
GCA_900316355.1	3158208
GCA_902755355.1	3158208
GCA_026914045.1	5179023
GCA_028883955.1	5179023
GCA_034556115.1	5595720
GCA_037031185.1	5595720
GCA_003469985.1	2506353
GCA_902364765.1	2506353
GCA_902757885.1	1944175
GCA_900321135.1	1944175
GCA_015550275.1	2176788
GCA_028311545.1	2176788
GCA_035394025.1	4789822
GCA_036787535.1	4789822
GCA_003279985.1	823747
GCA_902554365.1	823747
GCA_902480285.1	653054
GCA_900557225.1	653054
GCA_000258345.2	1800792
GCA_963861005.1	1800792
GCA_945827715.1	1949542
GCA_945869155.1	1949542
GCA_006383385.1	5180936
GCA_905331735.1	5180936
GCA_900548795.1	1762327
GCA_902479475.1	1762327
GCA_036039625.1	5112716
GCA_036227705.1	5112716
GCA_900542965.1	2082654
GCA_902481995.1	2082654
GCA_003008415.2	3046750
GCA_003008475.2	3046750
GCA_900771265.1	2109164
GCA_902487815.1	2109164
GCA_003050175.1	5373700
GCA_963879075.1	5373700
GCA_029624915.1	5563814
GCA_029624975.1	5563809
GCA_900317535.1	3142184
GCA_902754995.1	3142184
GCA_022924395.1	1613194
GCA_022923615.1	1613185
GCA_001375675.1	2849407
GCA_902375685.1	2849407
GCA_001689765.1	9192944
GCA_963869805.1	9192944
GCA_001105825.1	4932344
GCA_001104465.1	4932344
GCA_024762155.1	2033272
GCA_040733935.1	2033272
GCA_900763715.1	1489289
GCA_902484535.1	1489289
GCA_001244635.1	5090979
GCA_963868735.1	5090979
GCA_902759955.1	1626409
GCA_900313125.1	1626409
GCA_002965565.1	5544922
GCA_963876925.1	5544922
GCA_040377535.1	2173999
GCA_900087865.2	2173999
GCA_011066275.1	4791260
GCA_963888365.1	4791260
GCA_003568885.1	1888139
GCA_902386165.1	1888139
GCA_003475205.1	2229519
GCA_902364355.1	2229519
GCA_900770765.1	1743156
GCA_902487745.1	1743156
GCA_035393265.1	2782172
GCA_036769765.1	2782172
GCA_903879245.1	8485156
GCA_905232205.1	8485156
GCA_030179395.1	2599029
GCA_030179455.1	2599029
GCA_017896245.1	1267786
GCA_021496155.1	1267786
GCA_021496175.1	1267786
GCA_021496195.1	1267786
GCA_021496235.1	1267786
GCA_022343865.1	1267787
GCA_022343885.1	1267787
GCA_022343925.1	1267787
GCA_022343845.1	1267787
GCA_000671895.1	4405034
GCA_001544935.1	4405033
GCA_023534515.1	5429765
GCA_023535185.1	5429765
GCA_021440805.1	4768016
GCA_963898015.1	4768016
GCA_010602725.1	4972320
GCA_963888425.1	4972320
GCA_035395165.1	4628393
GCA_036821365.1	4628393
GCA_000020925.1	4917459
GCA_000192085.1	4917459
GCA_900322055.1	1342860
GCA_902760235.1	1342860
GCA_900761355.1	2919488
GCA_902483915.1	2919488
GCA_003547035.1	7102313
GCA_902141795.1	7102313
GCA_900313195.1	1597431
GCA_902757685.1	1597431
GCA_902757985.1	2170668
GCA_900321455.1	2170668
GCA_029908945.1	2144009
GCA_029908735.1	2144012
GCA_009765635.1	4608970
GCA_963886745.1	4608970
GCA_902170425.1	4722684
GCA_963900705.1	4722684
GCA_900313955.1	2679024
GCA_902803935.1	2679024
GCA_900550825.1	1986846
GCA_902480155.1	1986846
GCA_035395385.1	3127587
GCA_036838025.1	3127587
GCA_022642445.1	2581306
GCA_022644445.1	2581306
GCA_902757765.1	3175722
GCA_900315695.1	3175722
GCA_900541185.1	2006763
GCA_902483195.1	2006763
GCA_039831955.1	2743465
GCA_040188855.1	2743465
GCA_003225665.1	6865389
GCA_003225695.1	6865389
GCA_003225735.1	6865389
GCA_902758325.1	2387511
GCA_900316295.1	2387511
GCA_040735135.1	4416618
GCA_040820805.1	4416618
GCA_016893255.1	2941669
GCA_025154095.1	2941669
GCA_013330305.1	1090207
GCA_003672735.1	1090207
GCA_003283025.1	978245
GCA_902514955.1	978245
GCA_035393965.1	4011240
GCA_036743315.1	4011240
GCA_902487765.1	2467170
GCA_900770895.1	2467170
GCA_902757575.1	2606182
GCA_900320175.1	2606182
GCA_035404485.1	2489366
GCA_036821165.1	2489366
GCA_900760165.1	2114254
GCA_902483735.1	2114254
GCA_001938035.1	5635623
GCA_003069555.1	5635622
GCA_003213435.1	1002500
GCA_902575115.1	1002500
GCA_005845105.1	2671468
GCA_015557495.1	2671468
GCA_902485645.1	1262402
GCA_900766875.1	1262402
GCA_009915875.1	3880783
GCA_963894655.1	3880783
GCA_035396665.1	4087385
GCA_036803465.1	4087385
GCA_900771115.1	1270081
GCA_902487835.1	1270081
GCA_035441585.1	2603047
GCA_036807125.1	2603047
GCA_008374755.1	5433891
GCA_016918115.1	5433891
GCA_040529275.1	4001363
GCA_040536945.1	4001363
GCA_040529205.1	4001362
GCA_040267665.1	4001356
GCA_040529285.1	4001356
GCA_040529305.1	4001356
GCA_040529325.1	4001356
GCA_040529215.1	4001355
GCA_040536965.1	4001355
GCA_002857475.1	1794084
GCA_002858505.1	1794081
GCA_015709185.1	2163684
GCA_022811585.1	2163681
GCA_003955865.1	2163678
GCA_900315365.1	2774568
GCA_902756905.1	2774568
GCA_902483995.1	1644369
GCA_900761765.1	1644369
GCA_025258925.1	4104686
GCA_025258945.1	4104686
GCA_000188195.1	2306546
GCA_902374345.1	2306546
GCA_009916035.1	4101098
GCA_963895915.1	4101098
GCA_002201515.1	3307069
GCA_016696845.1	3307069
GCA_011464075.1	1017263
GCA_011464975.1	1017258
GCA_902381695.1	2493224
GCA_000411235.1	2493224
GCA_003311895.1	4038943
GCA_963878775.1	4038943
GCA_034497685.1	2754574
GCA_034507055.1	2754574
GCA_948835465.1	1746540
GCA_948944375.1	1746540
GCA_003013815.1	5603048
GCA_963879095.1	5603048
GCA_003340255.1	3738151
GCA_902388285.1	3738151
GCA_022982515.1	2866086
GCA_023066295.1	2866088
GCA_037478355.1	4679819
GCA_037482055.1	4679819
GCA_015656935.1	2132630
GCA_904501725.1	2132630
GCA_000772945.1	4047197
GCA_002200865.1	4047197
GCA_036312105.1	2786375
GCA_037483085.1	2786375
GCA_900143455.1	2690170
GCA_900148705.1	2690170
GCA_035327185.1	2357540
GCA_036801105.1	2357540
GCA_035327145.1	3297239
GCA_036753945.1	3297239
GCA_035394645.1	2910682
GCA_036743285.1	2910682
GCA_900320155.1	2565855
GCA_902755165.1	2565855
GCA_020003215.1	4963326
GCA_021556405.1	4963326
GCA_003049865.1	5733793
GCA_963878595.1	5733793
GCA_022016005.1	6799186
GCA_037104505.1	6799186
GCA_900541865.1	2551568
GCA_902480275.1	2551568
GCA_900319085.1	3144729
GCA_902758535.1	3144729
GCA_014844595.1	3261110
GCA_014844635.1	3261108
GCA_013402255.1	2879691
GCA_013402445.1	2879695
GCA_003287655.1	5483072
GCA_963878345.1	5483072
GCA_002165775.1	1872282
GCA_902387125.1	1872282
GCA_902759745.1	1832786
GCA_900319595.1	1832786
GCA_902758985.1	3252935
GCA_900317685.1	3252935
GCA_902758585.1	2560064
GCA_900315925.1	2560064
GCA_902759085.1	1852739
GCA_900319945.1	1852739
GCA_903823905.1	2811998
GCA_903874495.1	2811995
GCA_035394865.1	2794965
GCA_036827845.1	2794965
GCA_900316125.1	2068327
GCA_902755145.1	2068327
GCA_002913835.1	2010217
GCA_902387105.1	2010217
GCA_022015915.1	6735452
GCA_037104525.1	6735452
GCA_038125865.1	2728852
GCA_038169365.1	2728847
GCA_005844885.1	6855201
GCA_015552205.1	6855201
GCA_003478905.1	3231072
GCA_902364155.1	3231072
GCA_016893825.1	5070622
GCA_016893645.1	5070622
GCA_000320405.1	3553721
GCA_902374805.1	3553721
GCA_901446755.2	4817656
GCA_901457785.2	4817656
GCA_002357135.1	1283942
GCA_002357275.1	1283942
GCA_949486885.1	1814543
GCA_949523165.1	1814543
GCA_002919355.1	3000661
GCA_002919345.1	3000661
GCA_000961335.1	5223748
GCA_000961355.1	5223747
GCA_000177195.2	7414440
GCA_009865465.1	7414440
GCA_020053655.1	1404577
GCA_020061365.1	1404577
GCA_012952165.1	2369234
GCA_012952225.1	2369234
GCA_900320515.1	2115538
GCA_902755965.1	2115538
GCA_023066195.1	2866151
GCA_022982435.1	2866149
GCA_003006755.1	3695193
GCA_963878105.1	3695193
GCA_021493535.1	5325726
GCA_029194715.1	5325726
GCA_000826085.1	2934258
GCA_902375435.1	2934258
GCA_945829745.1	1821368
GCA_945870765.1	1821368
GCA_900766975.1	2173228
GCA_902485785.1	2173228
GCA_000689235.1	2065074
GCA_030489705.1	2065074
GCA_009815835.1	1788611
GCA_009816835.1	1788606
GCA_009817565.1	1788608
GCA_009817795.1	1788608
GCA_902374245.1	1649151
GCA_000185345.1	1649151
GCA_021609405.1	5560226
GCA_963897885.1	5560226
GCA_030053795.1	4215653
GCA_016065415.1	4215646
GCA_023716345.1	2821295
GCA_023716305.1	2821298
GCA_003547015.1	7179387
GCA_902141815.1	7179387
GCA_030520935.1	3342280
GCA_030521185.1	3342280
GCA_001048555.1	5564744
GCA_963865695.1	5564744
GCA_013402225.1	2879449
GCA_017589795.1	2879453
GCA_900106785.1	3475353
GCA_902386825.1	3475353
GCA_003258615.1	3306513
GCA_009935675.1	3306513
GCA_900315995.1	1305056
GCA_902751235.1	1305056
GCA_902486455.1	2015725
GCA_900768685.1	2015725
GCA_902754915.1	2229286
GCA_900317905.1	2229286
GCA_034497625.1	2742957
GCA_034506995.1	2742957
GCA_949496775.1	2024809
GCA_949544165.1	2024809
GCA_943357275.1	916874
GCA_947498255.1	916874
GCA_003435415.1	2478513
GCA_902399855.1	2478513
GCA_001325705.1	4351109
GCA_001387595.1	4351113
GCA_001986715.1	4106294
GCA_001988455.1	4106294
GCA_009727505.1	6357971
GCA_009727535.1	6357971
GCA_018595875.1	2750049
GCA_026624645.1	2750049
GCA_902759115.1	1705686
GCA_900320945.1	1705686
GCA_902486515.1	2316811
GCA_900768845.1	2316811
GCA_900983395.1	1804808
GCA_900983835.1	1804814
GCA_023284125.1	2959508
GCA_023285815.1	2959507
GCA_902759505.1	1822297
GCA_900318125.1	1822297
GCA_001194545.1	2877437
GCA_001193255.1	2877444
GCA_024434455.1	5316255
GCA_025532035.1	5316255
GCA_020731085.1	3499753
GCA_030125475.1	3499753
GCA_900545625.1	1925341
GCA_902482065.1	1925341
GCA_003050145.1	5535057
GCA_963879065.1	5535057
GCA_012033755.1	4639830
GCA_012241585.1	4639830
GCA_003353115.1	4639830
GCA_036999365.1	5772200
GCA_026163915.1	5772200
GCA_023516275.1	2657959
GCA_000349765.2	2657957
GCA_000513115.1	4538064
GCA_001315065.1	4538064
GCA_026133825.1	5632708
GCA_026199055.1	5632708
GCA_000398925.1	3325721
GCA_902374965.1	3325721
GCA_003050165.1	5461378
GCA_963879045.1	5461378
GCA_948819755.1	4130071
GCA_949013505.1	4130071
GCA_945829615.1	1989598
GCA_945874445.1	1989598
GCA_000597825.1	1665702
GCA_902388215.1	1665702
GCA_000750395.2	4679127
GCA_000750415.2	4679126
GCA_001892435.1	5301649
GCA_001893155.1	5301649
GCA_900769745.1	2131277
GCA_902487065.1	2131277
GCA_000628085.1	1831353
GCA_000628125.1	1831353
GCA_902726565.1	4521316
GCA_963901385.1	4521316
GCA_003311965.1	3896089
GCA_963878035.1	3896089
GCA_013043305.1	813197
GCA_018680295.1	813197
GCA_002334825.1	5136113
GCA_002334845.1	5136113
GCA_025566865.1	4023593
GCA_900066145.1	4023593
GCA_030348835.1	4169409
GCA_030348865.1	4169409
GCA_035435685.1	3209973
GCA_036744435.1	3209973
GCA_006542455.1	907156
GCA_006659155.1	907156
GCA_902759625.1	1330085
GCA_900321085.1	1330085
GCA_902488165.1	2586855
GCA_900751035.1	2586855
GCA_036865155.1	5478840
GCA_036865005.1	5478837
GCA_003265425.1	4390550
GCA_900491695.1	4390550
GCA_900556705.1	1331647
GCA_902481905.1	1331647
GCA_025058055.1	1169490
GCA_033579555.1	1169490
GCA_017301275.1	5161769
GCA_017301295.1	5161766
GCA_041052675.1	5847603
GCA_041052005.1	5847598
GCA_013112745.1	2872843
GCA_016743615.1	2872843
GCA_030069665.1	2929948
GCA_030069925.1	2929948
GCA_000146835.1	1705064
GCA_902373715.1	1705064
GCA_035404385.1	1447293
GCA_036825135.1	1447293
GCA_949429665.1	2460588
GCA_949459435.1	2460588
GCA_949478765.1	2460588
GCA_963901695.1	4487783
GCA_943914245.1	4487783
GCA_949506045.1	3367143
GCA_949550155.1	3367143
GCA_902755785.1	1887862
GCA_900313655.1	1887862
GCA_013295535.1	6139954
GCA_013295635.1	6139952
GCA_015656455.1	1946814
GCA_904502165.1	1946814
GCA_902754925.1	2775318
GCA_900316495.1	2775318
GCA_006226255.1	4621851
GCA_963883775.1	4621851
GCA_003212815.1	708624
GCA_902586265.1	708624
GCA_009649895.1	5143213
GCA_009649935.1	5143213
GCA_006439115.1	1938749
GCA_013401825.1	1938749
GCA_002800055.1	5039966
GCA_002801765.1	5039966
GCA_002980095.1	5026532
GCA_037479335.1	5026532
GCA_003259575.1	7380346
GCA_009862045.1	7380346
GCA_949512995.1	1272555
GCA_949528935.1	1272555
GCA_035329705.1	2582784
GCA_036843485.1	2582784
GCA_035441645.1	2080150
GCA_036837235.1	2080150
GCA_002834225.1	2151595
GCA_902387655.1	2151595
GCA_949535135.1	3600124
GCA_949542345.1	3600124
GCA_900316785.1	3438961
GCA_902755835.1	3438961
GCA_016890085.1	4808040
GCA_016888985.1	4808040
GCA_000092365.1	1986154
GCA_006088775.1	1986154
GCA_013048775.1	3954657
GCA_963888765.1	3954657
GCA_020405895.1	2753603
GCA_020567745.1	2753603
GCA_035397585.1	1949756
GCA_036818835.1	1949756
GCA_902170745.1	4838889
GCA_963900535.1	4838889
GCA_964187095.1	2032128
GCA_964186865.1	2032128
GCA_014525475.1	2402842
GCA_016916895.1	2402842
GCA_003798465.1	2495332
GCA_000025765.1	2495334
GCA_900143465.1	3718385
GCA_900148655.1	3718385
GCA_001020485.1	3522904
GCA_963867025.1	3522904
GCA_015560185.1	3314175
GCA_005845155.1	3314175
GCA_023016425.1	1139665
GCA_005311065.1	1139665
GCA_949487025.1	2035238
GCA_949550575.1	2035238
GCA_002310395.1	2878897
GCA_900092595.1	2878896
GCA_000010465.1	2878897
GCA_002310435.1	2878897
GCA_945831635.1	1509988
GCA_945868945.1	1509988
GCA_039620435.1	4586412
GCA_039621415.1	4586408
GCA_016602175.1	1791536
GCA_016602185.1	1791535
GCA_001244395.1	3076437
GCA_902386635.1	3076437
GCA_900199375.1	3294868
GCA_902386185.1	3294868
GCA_900766635.1	1693287
GCA_902485605.1	1693287
GCA_900539295.1	2242985
GCA_902480165.1	2242985
GCA_009674585.1	3487106
GCA_008806915.1	3487106
GCA_000334195.1	5076254
GCA_963861305.1	5076254
GCA_003064665.1	4736000
GCA_001100425.1	4736002
GCA_035323375.1	4778276
GCA_036796915.1	4778276
GCA_902756855.1	2998267
GCA_900315975.1	2998267
GCA_035394745.1	2850747
GCA_036817145.1	2850747
GCA_005773965.1	2484004
GCA_005937265.1	2484004
GCA_004922825.1	2384294
GCA_019794715.1	2384294
GCA_001458115.1	4207226
GCA_902375835.1	4207226
GCA_900765165.1	2478402
GCA_902484925.1	2478402
GCA_900768625.1	2843857
GCA_902486405.1	2843857
GCA_004125825.1	4111109
GCA_013166675.1	4111109
GCA_037168585.1	5019666
GCA_040010415.1	5019666
GCA_033284645.1	3022523
GCA_033284685.1	3022517
GCA_021197275.1	2923495
GCA_021198035.1	2923495
GCA_003214455.1	1212678
GCA_902570235.1	1212678
GCA_002284855.1	1353947
GCA_013467635.1	1353947
GCA_902850325.2	2208353
GCA_903910355.1	2208353
GCA_003439785.1	3143729
GCA_902385345.1	3143729
GCA_000968355.2	2727312
GCA_000968395.2	2727312
GCA_000968435.2	2727312
GCA_009815975.1	1790007
GCA_009816115.1	1790013
GCA_035405145.1	1682640
GCA_036842485.1	1682640
GCA_900552925.1	1811394
GCA_902482005.1	1811394
GCA_001027105.1	2782562
GCA_006094915.1	2782561
GCA_022869625.1	2782561
GCA_017900955.1	5030087
GCA_017900975.1	5030087
GCA_017900995.1	5030087
GCA_017901015.1	5030087
GCA_018343835.1	5030087
GCA_009497695.1	5472671
GCA_000009885.1	5472672
GCA_000285835.2	3427329
GCA_902374775.1	3427329
GCA_902755945.1	1738585
GCA_900318985.1	1738585
GCA_014863765.1	4632672
GCA_014863645.1	4632668
GCA_014863665.1	4632668
GCA_014863825.1	4632668
GCA_900319025.1	1936798
GCA_902758275.1	1936798
GCA_030179275.1	2914323
GCA_040493615.1	2914323
GCA_000154385.1	3127383
GCA_902373685.1	3127383
GCA_001404475.1	4418465
GCA_902362535.1	4418465
GCA_900314215.1	2880939
GCA_902804135.1	2880939
GCA_002952615.1	1674020
GCA_002952535.1	1674019
GCA_002952515.1	1674018
GCA_002952675.1	1674018
GCA_002952455.1	1674015
GCA_015546835.1	2009525
GCA_039757835.1	2009525
GCA_003459195.1	2910400
GCA_902364135.1	2910400
GCA_000731195.1	2840742
GCA_000731275.1	2840742
GCA_000146325.1	1942827
GCA_902373655.1	1942827
GCA_025421855.1	5228564
GCA_028464355.1	5228564
GCA_903938375.1	2689597
GCA_903953475.1	2689597
GCA_030023685.1	3980991
GCA_030546555.1	3980991
GCA_028322025.1	2780119
GCA_039757575.1	2780119
GCA_032739335.1	5180001
GCA_036663495.1	5180001
GCA_022700975.1	4215563
GCA_022700935.1	4215560
GCA_039780895.1	1667854
GCA_029909575.1	1667850
GCA_902482555.1	1865341
GCA_900547135.1	1865341
GCA_001145045.1	2146004
GCA_001130865.1	2146000
GCA_900765385.1	3265104
GCA_902485025.1	3265104
GCA_902364445.2	4239024
GCA_003477535.1	4239024
GCA_015558185.1	3414958
GCA_028322885.1	3414958
GCA_003213165.1	964287
GCA_902576625.1	964287
GCA_035394005.1	2919823
GCA_036829115.1	2919823
GCA_009887825.1	5678393
